SongID,AlbumID,Name,Duration,Dancablity,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveliness,Valence,Popularity,Explicit
2395,2000,Dance With Me,180479,0.565,0.392,-10.083,0.0268,0.551,0.000106,0.247,0.493,57,FALSE
2396,2001,Dance With Me,145546,0.426,0.44,-8.119,0.0296,0.351,0,0.154,0.537,30,FALSE
2397,2002,Dance With Me,147727,0.706,0.602,-11.663,0.0448,0.00433,0.000145,0.0929,0.883,2,FALSE
2398,2003,Dance With My Father,266000,0.739,0.341,-9.971,0.0378,0.525,1.10E-06,0.072,0.231,62,FALSE
2399,2004,Dance With The Devil,213520,0.576,0.943,-10.129,0.0396,0.0678,0.811,0.0819,0.719,30,FALSE
2400,2005,Dance With You,396200,0.836,0.493,-14.084,0.0475,0.000262,0.000506,0.0631,0.912,11,FALSE
2401,2006,Dance| Dance| Dance (Yowsah| Yowsah| Yowsah),501466,0.85,0.665,-9.404,0.0887,0.00961,0.483,0.0885,0.718,40,FALSE
2402,1019,Dance| Dance| Dance,129813,0.433,0.655,-10.356,0.0416,0.282,0,0.0292,0.939,0,FALSE
2403,2007,Dance,261386,0.555,0.971,-3.331,0.0513,0.0102,0.00975,0.139,0.782,39,FALSE
2404,2008,Dancer,508120,0.896,0.339,-9.576,0.0884,0.0183,0.552,0.0311,0.389,50,FALSE
2405,2009,Dancin' Fool,211626,0.673,0.734,-9.979,0.0403,0.124,0.00104,0.0954,0.662,22,FALSE
2406,2010,Dancin' Holiday,134954,0.69,0.744,-7.431,0.0806,0.742,0,0.251,0.922,0,FALSE
2407,2011,Dancin' In The Key Of Life,297240,0.729,0.64,-11.026,0.0534,0.00981,0.00329,0.0656,0.775,30,FALSE
2408,2012,Dancin' Like Lovers,212480,0.552,0.455,-6.355,0.0252,0.538,0,0.259,0.421,3,FALSE
2409,2013,Dancin' Man,156133,0.849,0.702,-9.154,0.0308,0.0804,3.63E-06,0.088,0.979,7,FALSE
2410,218,Dancin' Out Of My Heart,169093,0.43,0.512,-7.315,0.0298,0.622,0,0.145,0.616,2,FALSE
2411,13,Dancin' Party,148133,0.662,0.755,-7.173,0.0294,0.263,5.44E-05,0.278,0.886,30,FALSE
2412,2014,Dancin' Shoes,275539,0.421,0.371,-10.139,0.0282,0.421,0,0.118,0.526,10,FALSE
2413,2015,Dancin' Shoes,245066,0.329,0.383,-13.55,0.0341,0.0178,2.41E-05,0.0446,0.521,33,FALSE
2414,2016,Dancin' The Strand,189600,0.442,0.562,-9.08,0.0267,0.177,2.03E-05,0.12,0.671,6,FALSE
2415,2017,Dancin',421042,0.525,0.554,-12.765,0.0513,0.000184,0.0765,0.0563,0.542,24,FALSE
2416,2018,Dancin',199560,0.674,0.705,-8.911,0.0318,0.00952,0.00567,0.178,0.443,0,FALSE
2417,2019,Dancing Crazy,220386,0.667,0.813,-4.357,0.0553,0.00103,0,0.0861,0.636,38,FALSE
2418,2020,Dancing In The City,226866,0.732,0.431,-13.946,0.0504,0.254,0.0864,0.102,0.564,50,FALSE
2419,1876,Dancing In The Dark,241306,0.527,0.942,-5.64,0.0366,0.0115,0,0.188,0.495,77,FALSE
2420,2021,Dancing In The Moonlight,181133,0.657,0.435,-15.707,0.0552,0.739,0,0.167,0.771,69,FALSE
2421,2022,Dancing In The Shadows,193173,0.582,0.761,-6.599,0.0317,0.282,3.93E-05,0.125,0.76,9,FALSE
2422,2023,Dancing In The Sheets,244733,0.874,0.556,-9.322,0.0708,0.00643,0.311,0.0445,0.883,48,FALSE
2423,2024,Dancing In The Street,204786,0.6,0.816,-13.64,0.0431,0.117,0,0.126,0.744,57,FALSE
2424,58,Dancing In The Street,225012,0.58,0.941,-3.51,0.0805,0.414,1.41E-05,0.155,0.684,45,FALSE
2425,42,Dancing Queen,219480,0.5,0.893,-3.78,0.0526,0.0713,0.00338,0.225,0.657,46,FALSE
2426,2025,Dancing To Your Music,175426,0.57,0.625,-10.742,0.0348,0.0796,0.000771,0.125,0.875,12,FALSE
2427,757,Dancing With The Mountains,233826,0.651,0.606,-12.032,0.0293,0.0421,1.29E-05,0.046,0.886,20,FALSE
2428,48,Dang Me,102400,0.564,0.378,-14.468,0.168,0.705,0.000716,0.0723,0.687,51,FALSE
2429,2026,Danger (Been So Long),211400,0.92,0.861,-5.435,0.218,0.211,2.59E-05,0.0288,0.718,49,FALSE
2430,2027,Danger Zone,215133,0.544,0.897,-6.056,0.0471,0.241,0,0.13,0.647,72,FALSE
2431,358,Danger! She's A Stranger,168426,0.479,0.543,-8.504,0.0288,0.606,9.14E-06,0.145,0.81,31,FALSE
2432,2028,Danger,214586,0.814,0.743,-2.968,0.159,0.152,0,0.163,0.367,75,TRUE
2433,2029,Dangerous,217640,0.913,0.6,-8.446,0.202,0.0096,0,0.117,0.764,43,TRUE
2434,2030,Dangerous,203641,0.466,0.747,-4.838,0.0795,0.417,9.76E-06,0.107,0.43,52,FALSE
2435,2031,Dangerous,213573,0.628,0.673,-12.029,0.0326,0.0148,1.29E-06,0.335,0.72,24,FALSE
2436,785,Dangerously In Love,293133,0.609,0.407,-8.026,0.0808,0.345,0,0.19,0.459,59,FALSE
2437,522,Dangerous,233749,0.734,0.493,-7.528,0.308,0.0467,0,0.0477,0.562,70,TRUE
2438,2032,Dangerous,228866,0.712,0.898,-4.893,0.0336,0.0485,7.76E-06,0.148,0.961,65,FALSE
2439,2033,Dangerous,260426,0.8,0.783,-3.872,0.0966,0.169,0,0.206,0.889,47,TRUE
2440,2034,Dani California,282160,0.553,0.865,-4.751,0.0409,0.017,1.05E-05,0.267,0.735,77,FALSE
2441,0,Danny Boy,175200,0.228,0.232,-14.003,0.0329,0.903,0.00236,0.113,0.103,34,FALSE
2442,23,Danny Boy,258440,0.292,0.322,-8.13,0.0271,0.929,0.000169,0.162,0.179,19,FALSE
2443,2035,Danny Boy,299733,0.311,0.0903,-18.855,0.0314,0.936,0.00252,0.167,0.198,18,FALSE
2444,2036,Danny Boy,171760,0.253,0.365,-11.87,0.029,0.383,0.891,0.127,0.38,8,FALSE
2445,1512,Dare (La La La),186506,0.792,0.73,-5.376,0.0698,0.0623,2.66E-05,0.089,0.616,56,FALSE
2446,2037,Dare Me,259120,0.713,0.922,-5.265,0.0873,0.0751,3.66E-06,0.228,0.946,34,FALSE
2447,2038,Dare,244999,0.76,0.891,-5.852,0.0372,0.0226,0.0868,0.298,0.966,73,FALSE
2448,2039,Dark Necessities,302000,0.7,0.742,-6.777,0.0716,0.0722,0.0199,0.11,0.197,75,FALSE
2449,147,Dark Queen,173419,0.747,0.606,-5.286,0.172,0.222,0,0.281,0.2,73,TRUE
2450,2040,Dark Side,224506,0.559,0.86,-4.04,0.05,0.0991,0,0.292,0.292,49,FALSE
2451,2041,Darkest Street In Town,139760,0.502,0.832,-7.354,0.0394,0.417,0,0.0897,0.975,3,FALSE
2452,2042,Darkness| Darkness,226951,0.375,0.26,-16.294,0.0269,0.41,0.218,0.125,0.54,32,FALSE
2453,2043,Darlin' Danielle Don't,242826,0.342,0.487,-11.273,0.0275,0.0816,0,0.0786,0.368,16,FALSE
2454,2044,Darlin' Darlin' Baby (Sweet| Tender| Love),256240,0.668,0.739,-6.906,0.0391,0.454,0,0.111,0.662,46,FALSE
2455,2045,Darlin' Don't Go,263013,0.683,0.324,-9.735,0.0331,0.202,0.000132,0.11,0.324,33,FALSE
2456,2046,Darlin',180400,0.517,0.658,-7.364,0.0379,0.421,0,0.248,0.937,15,FALSE
2457,2047,Darling Be Home Soon,214213,0.42,0.43,-8.944,0.0244,0.0224,0.248,0.12,0.337,38,FALSE
2458,1643,Darling Lorraine,121443,0.531,0.298,-12.216,0.0265,0.876,0.000447,0.139,0.539,17,FALSE
2459,2048,Darte Un Beso,206933,0.757,0.711,-4.643,0.0349,0.36,0,0.121,0.817,71,FALSE
2460,2049,Dashboard,246173,0.639,0.903,-5.013,0.0371,0.00963,7.06E-05,0.174,0.96,63,FALSE
2461,1107,Daughters,237906,0.674,0.413,-7.816,0.0274,0.837,1.91E-05,0.098,0.503,69,FALSE
2462,2050,Daughter,130400,0.705,0.658,-9.072,0.0577,0.819,0,0.0955,0.931,5,FALSE
2463,1427,Dawn (Go Away),167760,0.63,0.598,-6.057,0.0355,0.509,1.39E-06,0.0802,0.851,39,FALSE
2464,2051,Day + Night,229466,0.774,0.75,-7.499,0.0979,0.13,0,0.498,0.809,29,FALSE
2465,2052,Day And Night,186253,0.674,0.738,-10.158,0.0697,0.323,6.17E-06,0.103,0.964,0,FALSE
2466,2053,Day By Day,84813,0.453,0.757,-8.967,0.0622,0.0641,0.0346,0.8,0.576,13,FALSE
2467,48,Day By Day,200434,0.445,0.951,-4.997,0.063,0.0193,0,0.076,0.608,33,FALSE
2468,493,Day Dreaming,239960,0.463,0.273,-15.364,0.074,0.907,0.000367,0.101,0.293,56,FALSE
2469,2054,Day For Decision,344533,0.373,0.37,-12.613,0.0716,0.858,1.95E-05,0.36,0.5,3,FALSE
2471,2055,Daybreak,185773,0.518,0.702,-7.672,0.0281,0.208,2.31E-05,0.179,0.692,33,FALSE
2472,2056,Daybreaker,230400,0.491,0.625,-11.09,0.0266,0.281,0.867,0.205,0.365,27,FALSE
2473,2057,Daybreak,186093,0.682,0.719,-11.303,0.0512,0.325,0,0.129,0.965,22,FALSE
2474,2058,Daydream Believer,179613,0.51,0.488,-10.304,0.0304,0.256,0,0.11,0.649,70,FALSE
2475,2059,Daydreamin',300133,0.882,0.57,-7.565,0.0832,0.0886,6.54E-06,0.0932,0.815,41,FALSE
2476,2060,Daydreams,126706,0.727,0.352,-13.001,0.0289,0.899,0.0011,0.0839,0.695,5,FALSE
2477,2061,Daydream,139093,0.822,0.332,-11.369,0.0506,0.834,0,0.11,0.834,55,FALSE
2478,2062,Daylight,447680,0.634,0.95,-4.687,0.109,0.341,6.65E-06,0.399,0.793,11,FALSE
2479,1640,Days Are Numbers (The Traveller),266840,0.594,0.52,-13.177,0.0313,0.572,1.99E-06,0.0719,0.492,26,FALSE
2480,2063,Days Go By,432146,0.786,0.853,-8.274,0.0688,0.0499,0.0872,0.35,0.309,50,FALSE
2481,2064,Days Gone By,230693,0.62,0.646,-8.749,0.0257,0.0242,7.21E-05,0.104,0.522,7,FALSE
2482,2065,Days Gone Down (Still Got The Light In Your Eyes),387640,0.546,0.563,-12.636,0.04,0.143,0.0598,0.0885,0.518,36,FALSE
2483,971,Days Of Gold,201373,0.476,0.991,-3.458,0.052,0.0446,0.00574,0.128,0.453,45,FALSE
2484,0,Days Of Wine And Roses,166106,0.154,0.185,-14.063,0.0315,0.911,0.000267,0.112,0.15,38,FALSE
2485,2066,Days Of Wine And Roses,197026,0.256,0.213,-16.704,0.0314,0.965,0.916,0.106,0.0377,2,FALSE
2486,48,Dazz,202000,0.722,0.778,-7.931,0.0611,0.0697,7.46E-06,0.0414,0.839,53,FALSE
2487,2067,Dazzey Duks,244866,0.884,0.464,-12.876,0.222,0.000925,4.36E-06,0.0366,0.868,17,FALSE
2488,2068,Dead And Gone,299746,0.713,0.746,-4.99,0.259,0.0402,0,0.601,0.47,69,TRUE
2489,2069,Dead Giveaway,303680,0.651,0.866,-9.069,0.0317,0.0517,5.95E-05,0.121,0.962,25,FALSE
2490,2070,Dead Skunk,185733,0.633,0.655,-11.514,0.0312,0.617,2.79E-06,0.113,0.967,41,FALSE
2491,457,Dead Trollz,209528,0.524,0.832,-4.351,0.471,0.0508,0,0.632,0.761,60,TRUE
2492,2071,Deadbeat Club,296000,0.717,0.825,-6.104,0.0349,0.02,4.95E-05,0.321,0.939,40,FALSE
2493,2072,Deadly Zone,301906,0.614,0.67,-10.758,0.086,0.000283,0.907,0.0695,0.938,20,FALSE
2494,2073,Dear Abby,179026,0.625,0.607,-5.45,0.0308,0.643,0.00222,0.0791,0.738,3,FALSE
2495,2074,Dear Ann,182573,0.481,0.634,-9.609,0.0303,0.175,0,0.289,0.751,17,FALSE
2496,2075,Dear Delilah,159280,0.354,0.375,-6.638,0.0287,0.272,2.76E-05,0.108,0.312,8,FALSE
2497,2076,Dear Eloise,185106,0.548,0.598,-7.817,0.0333,0.687,0,0.0506,0.534,15,FALSE
2498,413,Dear Future Husband,184226,0.655,0.782,-4.789,0.185,0.375,0,0.317,0.832,72,FALSE
2499,2077,Dear God,300520,0.55,0.855,-7.145,0.0428,0.34,5.97E-05,0.235,0.567,24,FALSE
2500,2078,Dear Hate,220387,0.526,0.412,-9.292,0.0385,0.804,0,0.117,0.289,50,FALSE
2501,0,Dear Heart,175053,0.145,0.242,-12.448,0.03,0.873,0,0.136,0.0971,21,FALSE
2502,2079,Dear Hearts And Gentle People,184386,0.451,0.403,-11.603,0.0296,0.648,0,0.108,0.315,0,FALSE
2503,1074,Dear Ivan,230933,0.46,0.234,-16.003,0.0809,0.766,0,0.127,0.56,14,FALSE
2504,2080,Dear Lie,310760,0.548,0.444,-8.734,0.0293,0.0376,0,0.179,0.243,40,FALSE
2505,2081,Dear Lonely Hearts,197493,0.402,0.314,-13.618,0.0292,0.754,0,0.324,0.479,16,FALSE
2506,2082,Dear Lover,134066,0.639,0.401,-12.098,0.1,0.625,0,0.131,0.737,24,FALSE
2507,2083,Dear One,183493,0.368,0.897,-10.874,0.0506,0.37,0,0.148,0.728,31,FALSE
2508,2084,Dear Prudence,212600,0.505,0.63,-12.538,0.0428,0.00133,0.0127,0.191,0.686,38,FALSE
2509,2085,Death Of A Bachelor,203506,0.462,0.538,-5.527,0.059,0.0137,0,0.429,0.405,76,FALSE
2510,2086,Death Of An Angel,153652,0.794,0.308,-13.539,0.0537,0.649,0,0.106,0.679,20,FALSE
2511,2087,December 1963 (Oh| What A Night),197146,0.737,0.495,-13.489,0.027,0.0588,9.12E-06,0.0542,0.967,71,FALSE
2512,2087,December| 1963 (Oh| What a Night),197146,0.737,0.495,-13.489,0.027,0.0588,9.12E-06,0.0542,0.967,71,FALSE
2513,2088,December,285000,0.684,0.645,-5.707,0.0272,0.589,0.00432,0.18,0.366,59,FALSE
2514,2089,Deck Of Cards,240880,0.49,0.376,-16.06,0.618,0.871,4.10E-06,0.121,0.672,21,FALSE
2515,2090,Decode,264205,0.277,0.949,-4.072,0.0919,0.00155,0.000112,0.765,0.232,49,FALSE
2516,2091,Dedicated Follower Of Fashion,180893,0.406,0.879,-6.662,0.0433,0.369,1.54E-06,0.41,0.885,43,FALSE
2517,2092,Dedicated To The One I Love,165173,0.461,0.32,-10.759,0.0385,0.398,9.97E-06,0.197,0.761,22,FALSE
2518,2093,Dedicated To The One I Love,120306,0.398,0.325,-6.159,0.0382,0.812,0,0.169,0.454,43,FALSE
2519,2094,Dedicated,277906,0.677,0.495,-10.482,0.0263,0.139,8.21E-06,0.0351,0.45,35,FALSE
2520,2095,Dedication,234985,0.545,0.479,-10.32,0.0275,0.134,0,0.1,0.538,16,FALSE
2521,2096,Dedication,245813,0.512,0.734,-5.448,0.438,0.431,0,0.226,0.168,69,TRUE
2522,2097,Deep End Freestyle,115200,0.868,0.479,-6.687,0.445,0.703,0,0.102,0.776,75,TRUE
2523,2098,Deep Enough For Me,189760,0.751,0.856,-9.691,0.0463,0.17,4.63E-06,0.262,0.96,3,FALSE
2524,2099,Deep In The Heart Of Texas,119333,0.683,0.649,-12.935,0.0316,0.846,0.83,0.154,0.881,15,FALSE
2525,2100,Deep Inside My Heart,209320,0.634,0.506,-15.088,0.0272,0.0172,3.15E-06,0.0752,0.775,12,FALSE
2526,1210,Deep Inside Of You,250533,0.502,0.591,-4.522,0.0242,0.00585,1.90E-05,0.0725,0.169,51,FALSE
2527,2101,Deep Purple,160133,0.507,0.32,-12.472,0.0305,0.881,2.59E-05,0.153,0.575,41,FALSE
2528,2102,Deeper (In Love With You),159293,0.575,0.562,-11.118,0.0305,0.208,0,0.344,0.902,10,FALSE
2529,2103,Deeper & Deeper,184552,0.672,0.499,-15.091,0.0289,0.268,0,0.0999,0.782,1,FALSE
2530,894,Deeper And Deeper,333466,0.659,0.818,-7.09,0.0265,0.00601,0.299,0.336,0.39,44,FALSE
2531,2104,Deeper Shade Of Soul,272906,0.76,0.767,-6.155,0.0313,0.11,0.000718,0.0314,0.821,39,FALSE
2532,42,Defying Gravity,141666,0.385,0.545,-6,0.0318,0.476,0,0.112,0.546,60,FALSE
2533,2105,Deja Vu [Uptown Baby],284800,0.861,0.622,-7.493,0.379,0.0816,0,0.123,0.664,53,TRUE
2534,2106,Deja Vu,184666,0.654,0.817,-4.908,0.266,0.0816,0,0.41,0.794,43,FALSE
2535,1015,Deja Vu,289790,0.771,0.684,-8.742,0.141,0.00534,2.66E-06,0.7,0.154,63,FALSE
2536,343,Deja Vu,304986,0.593,0.564,-12.585,0.0435,0.308,0.000128,0.0676,0.587,42,FALSE
2537,2107,Delaware,139400,0.831,0.741,-14.312,0.0707,0.582,0,0.058,0.79,18,FALSE
2538,2108,Delicate,256333,0.582,0.593,-7.913,0.0268,0.289,0.000129,0.278,0.532,41,FALSE
2539,2109,Delicious!,188160,0.634,0.472,-13.086,0.584,0.962,0.0722,0.609,0.392,19,FALSE
2541,116,Delirious,240800,0.92,0.402,-16.656,0.0549,0.0586,0.000434,0.0234,0.957,50,FALSE
2542,1178,Delta Dawn,175200,0.619,0.507,-7.677,0.0335,0.71,0,0.258,0.694,60,FALSE
2543,2110,Delta Dirt,130093,0.644,0.553,-14.982,0.0376,0.487,0.000978,0.142,0.936,6,FALSE
2544,2111,Dem Boyz,256800,0.782,0.63,-5.683,0.162,0.00161,0,0.151,0.295,53,TRUE
2545,2112,Demons And Angels,214592,0.81,0.55,-7.46,0.17,0.0114,5.69E-06,0.107,0.183,77,TRUE
2546,2113,Department Of Youth,196800,0.533,0.906,-7.547,0.0381,0.2,0.0015,0.493,0.638,33,FALSE
2547,2114,Dependin' On You,225840,0.801,0.471,-15.445,0.0354,0.347,0.00814,0.0444,0.923,40,FALSE
2548,1561,Depression & Obsession,144733,0.769,0.156,-10.7,0.035,0.585,0.015,0.102,0.527,75,TRUE
2549,2,Der Kommissar,337186,0.694,0.716,-7.468,0.0513,0.00909,0.000814,0.0772,0.889,47,FALSE
2550,2115,Desdemona,139786,0.425,0.848,-7.96,0.102,0.000401,0,0.0857,0.586,2,FALSE
2551,2116,Desiderata,278960,0.51,0.282,-17.311,0.046,0.807,0,0.147,0.619,34,FALSE
2552,2117,Desire,206800,0.54,0.935,-7.707,0.0488,0.00205,0.127,0.137,0.926,14,FALSE
2553,2118,Desperate But Not Serious,254733,0.586,0.913,-4.209,0.0443,0.0201,0.156,0.157,0.795,38,FALSE
2554,2119,Desperately Wanting,277493,0.494,0.913,-5.289,0.0378,0.000165,0.00898,0.247,0.478,54,FALSE
2555,2120,Destroyer,227066,0.524,0.755,-10.89,0.0468,0.0089,0,0.0485,0.785,46,FALSE
2556,2121,Detroit City,168066,0.551,0.285,-13.231,0.0289,0.784,0,0.112,0.398,45,FALSE
2557,989,Deuces,276560,0.692,0.736,-5.109,0.11,0.0324,0,0.0787,0.217,69,TRUE
2558,2122,Devil In A Fast Car,227040,0.702,0.696,-8.497,0.0355,0.295,5.12E-05,0.0987,0.502,13,FALSE
2559,2123,Devil Inside,314607,0.501,0.784,-5.254,0.0699,0.0028,0.536,0.12,0.61,49,FALSE
2560,2124,Devil With A Blue Dress,254862,0.556,0.877,-12.312,0.0411,0.0663,0.0259,0.0612,0.557,11,FALSE
2561,1826,Devil Woman,214575,0.71,0.792,-5.996,0.0453,0.0792,3.32E-05,0.0871,0.858,51,FALSE
2562,1022,Devil Woman,172245,0.684,0.277,-13.1,0.0533,0.921,6.54E-06,0.124,0.642,48,FALSE
2563,2125,Devil You,177293,0.535,0.802,-8.496,0.0838,0.0771,0.011,0.173,0.954,7,FALSE
2564,2126,Devil's Angels,100013,0.373,0.673,-4.494,0.0308,5.67E-06,0.916,0.099,0.438,12,FALSE
2565,2127,Devil's Gun,215666,0.739,0.803,-5.117,0.0736,0.0779,0.000888,0.29,0.82,35,FALSE
2566,2128,Devils & Dust,298626,0.638,0.443,-6.86,0.0283,0.374,0.000483,0.547,0.556,40,FALSE
2567,2129,Devoted To You,150040,0.539,0.278,-11.065,0.0234,0.515,0,0.0975,0.322,44,FALSE
2568,7,Devoted To You,141040,0.587,0.34,-9.387,0.0256,0.834,0,0.0955,0.526,48,FALSE
2570,2130,Dey Know,198093,0.428,0.714,-5.574,0.399,0.0895,0,0.766,0.678,50,TRUE
2571,2131,DHL,268893,0.819,0.458,-10.223,0.167,0.582,0.173,0.128,0.232,76,TRUE
2572,2132,Diamond Girl,253400,0.575,0.386,-12.012,0.0319,0.463,0.00176,0.0576,0.414,47,FALSE
2573,2133,Diamond Ring,146386,0.635,0.471,-13.097,0.0432,0.826,4.51E-06,0.341,0.79,1,FALSE
2574,2134,Diamond Teeth Samurai,162488,0.799,0.659,-5.593,0.272,0.00451,0,0.13,0.256,62,TRUE
2575,2135,Diamonds And Pearls,138840,0.505,0.219,-12.005,0.0253,0.985,0,0.12,0.481,13,FALSE
2576,2136,Diamonds Are Forever,161933,0.48,0.447,-10.962,0.036,0.74,0.00437,0.0858,0.255,56,FALSE
2577,134,Diamonds,294066,0.642,0.569,-13.403,0.0325,0.22,1.54E-06,0.255,0.918,28,FALSE
2578,2137,Diamonds,293866,0.885,0.766,-10.997,0.0449,0.0739,0.000735,0.286,0.771,35,FALSE
2579,355,Diamonds,184931,0.651,0.788,-4.561,0.253,0.115,0,0.0878,0.589,53,TRUE
2580,2138,Diana,184666,0.549,0.868,-4.319,0.0614,0.0604,0,0.137,0.755,64,FALSE
2581,2139,Dianne| Dianne,124880,0.319,0.281,-14.269,0.032,0.885,0.000124,0.107,0.466,0,FALSE
2582,2140,Diary Of A Madman,273800,0.735,0.684,-10.498,0.451,0.348,0,0.369,0.58,32,FALSE
2583,2141,Diary,284160,0.664,0.465,-9.711,0.0317,0.559,0.00174,0.125,0.281,58,FALSE
2584,2142,Diary,189426,0.364,0.126,-18.071,0.0286,0.862,0.000203,0.0969,0.43,50,FALSE
2585,2143,Dibs,183946,0.638,0.733,-4.7,0.052,0.231,0,0.103,0.651,58,FALSE
2586,2144,Dicked Down In Dallas,201350,0.51,0.929,-4.685,0.0456,0.0608,5.39E-06,0.101,0.438,73,TRUE
2587,2145,Did It In A Minute,218093,0.767,0.633,-10.06,0.0314,0.204,2.66E-06,0.198,0.921,37,FALSE
2588,2146,Did My Time,244493,0.546,0.864,-3.893,0.0475,5.90E-05,0.00224,0.304,0.274,50,FALSE
2589,2147,Did You Boogie (With Your Baby),166933,0.719,0.946,-4.295,0.0368,0.448,0.000397,0.114,0.981,14,FALSE
2590,2148,Did You Ever Have To Make Up Your Mind?,119373,0.789,0.501,-9.064,0.0342,0.761,0,0.181,0.945,38,FALSE
2591,2149,Did You Ever Think,272400,0.706,0.818,-4.736,0.0488,0.0831,0.00144,0.0774,0.947,41,FALSE
2592,2150,Did You Ever,118866,0.703,0.685,-5.86,0.0462,0.252,0,0.165,0.962,1,FALSE
2593,2151,Did You See Her Eyes,180800,0.65,0.69,-8.433,0.104,0.0765,0.00104,0.0699,0.797,4,FALSE
2594,1285,Did You Wrong,259000,0.598,0.786,-5.037,0.0405,0.04,0,0.252,0.367,59,TRUE
2595,2152,Diddy,169822,0.761,0.442,-15.125,0.298,0.108,0,0.3,0.763,12,TRUE
2596,2153,Didn't I (Blow Your Mind This Time),201066,0.484,0.59,-6.663,0.0283,0.795,0.00306,0.155,0.324,60,FALSE
2597,2154,Didn't I (Blow Your Mind),265040,0.641,0.43,-13.314,0.0283,0.306,0,0.162,0.506,36,FALSE
2598,309,Didn't Know It Was Love,262800,0.613,0.683,-11.156,0.0332,0.122,0,0.241,0.637,34,FALSE
2599,2155,Didn't We Almost Have It All,305066,0.54,0.489,-10.151,0.0269,0.416,0.000915,0.142,0.336,64,FALSE
2600,2156,Didn't We,176840,0.25,0.308,-12.112,0.039,0.877,2.99E-06,0.772,0.2,17,FALSE
2601,1035,Didn't You Know How Much I Loved You,285186,0.524,0.791,-4.696,0.0396,0.244,0,0.0981,0.248,45,FALSE
2602,2157,Die A Happy Man,214495,0.65,0.745,-3.795,0.0333,0.0232,0,0.0754,0.167,51,FALSE
2603,590,Die Another Day,276360,0.792,0.797,-5.166,0.0901,0.062,0.00325,0.0896,0.491,55,FALSE
2604,2158,Die Young,157656,0.688,0.656,-5.541,0.276,0.218,0,0.115,0.365,77,TRUE
2605,2159,Died In Your Arms,280160,0.809,0.698,-10.563,0.0472,0.0942,1.42E-05,0.187,0.679,21,FALSE
2606,2160,Difference (Interlude),76973,0.593,0.0668,-15.268,0.0722,0.949,1.31E-05,0.194,0.19,66,FALSE
2607,2161,Differences,265533,0.562,0.594,-4.578,0.0558,0.318,0,0.311,0.423,70,FALSE
2608,2162,Different Strokes,139666,0.835,0.743,-9.621,0.0921,0.1,0.0112,0.194,0.783,34,FALSE
2609,27,Different Worlds,138760,0.604,0.549,-13.252,0.055,0.037,0,0.0856,0.704,17,FALSE
2610,1902,Diggin' On You,254560,0.716,0.637,-7.322,0.0491,0.0241,0.638,0.0693,0.465,54,FALSE
2611,2163,Digging In The Dirt,318013,0.532,0.546,-14.742,0.0557,0.374,0.00362,0.101,0.616,37,FALSE
2612,2164,Digging Your Scene,254493,0.567,0.791,-11.145,0.0502,0.117,0.0013,0.062,0.651,32,FALSE
2613,2165,Dig,257253,0.45,0.895,-4.739,0.0386,0.0293,0,0.116,0.463,63,FALSE
2615,2166,Digits,176386,0.769,0.632,-4.228,0.0537,0.0325,0,0.116,0.294,69,TRUE
2616,2167,Dinah Flo,182346,0.593,0.7,-6.704,0.0264,0.297,0.000992,0.101,0.768,28,FALSE
2617,2168,Dinero,213750,0.721,0.881,-2.528,0.342,0.41,7.61E-06,0.292,0.643,65,FALSE
2618,2169,Ding Dong! The Witch Is Dead,122920,0.633,0.717,-6.367,0.0306,0.458,0,0.059,0.937,16,FALSE
2619,2170,Dinner With Gershwin,280160,0.704,0.68,-11.864,0.0388,0.163,0.000144,0.0731,0.72,17,FALSE
2620,2171,Dip,195991,0.885,0.543,-6.338,0.2,0.0311,0,0.154,0.43,71,TRUE
2621,995,Dirrty,298853,0.64,0.889,-3.073,0.322,0.107,0,0.339,0.436,70,FALSE
2622,2172,Dirt Road Anthem,229400,0.68,0.741,-5.055,0.0357,0.347,1.87E-06,0.117,0.635,74,FALSE
2623,2173,Dirty Cash (Money Talks),243133,0.757,0.83,-13.169,0.0413,0.00129,0.00741,0.0877,0.925,45,FALSE
2624,2174,Dirty Deeds,197760,0.645,0.8,-9.954,0.054,0.0651,2.83E-05,0.0644,0.661,45,FALSE
2625,2175,Dirty Diana,280946,0.734,0.801,-4.525,0.0437,0.178,0.000401,0.324,0.331,64,FALSE
2626,2176,Dirty Iyanna,252311,0.808,0.841,-4.492,0.0342,0.0336,4.35E-05,0.129,0.482,72,TRUE
2627,1684,Dirty Laundry,204093,0.456,0.874,-4.129,0.114,0.0595,1.12E-05,0.111,0.5,58,FALSE
2628,2177,Dirty Love,315586,0.459,0.935,-10.083,0.0423,0.00853,0.000176,0.171,0.778,42,FALSE
2629,1591,Dirty South,214040,0.918,0.36,-9.952,0.275,0.029,0,0.0799,0.243,46,FALSE
2630,457,Dirty Stick,169952,0.614,0.789,-4.859,0.541,0.178,0,0.396,0.349,56,TRUE
2631,2178,Dirty Water,260000,0.651,0.831,-10.906,0.0439,0.00341,5.08E-05,0.0855,0.402,18,FALSE
2632,2179,Dirty Water,179866,0.532,0.723,-10.201,0.0326,0.00207,0.0151,0.0721,0.7,21,FALSE
2633,2180,Dirty White Boy,218866,0.446,0.894,-8.564,0.0465,0.00351,2.72E-05,0.835,0.451,49,FALSE
