SongID,AlbumID,Name,Duration,Dancablity,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveliness,Valence,Popularity,Explicit
7014,4894,Life In One Day,221226,0.661,0.925,-6.898,0.0453,0.0986,0.000398,0.0672,0.929,39,FALSE
7015,3684,Life In The Fast Lane,286219,0.667,0.755,-7.246,0.069,0.0966,6.94E-05,0.0523,0.883,73,FALSE
7016,4895,Life Is A Carnival,265800,0.355,0.986,-6.238,0.248,0.0187,0.000477,0.999,0.585,36,FALSE
7017,4896,Life Is A Rock (But The Radio Rolled Me),206706,0.722,0.814,-5.862,0.0443,0.406,0,0.146,0.509,36,FALSE
7018,186,Life Is A Song Worth Singing,364746,0.662,0.473,-11.628,0.0532,0.251,0.00535,0.132,0.366,13,FALSE
7019,4897,Life's A Holiday,153280,0.727,0.478,-10.158,0.0429,0.788,0,0.184,0.803,1,FALSE
7020,4898,Life's Been Good,536226,0.505,0.476,-12.897,0.0711,0.25,0.00915,0.113,0.542,70,FALSE
7021,4899,Life's What You Make It,268893,0.525,0.804,-7.575,0.0321,0.00367,0.285,0.0382,0.935,60,FALSE
7022,3846,Life,180933,0.692,0.641,-9.621,0.0603,0.265,0.000473,0.0642,0.848,26,FALSE
7023,3098,Lifestyles Of The Rich And Famous,190173,0.62,0.93,-3.685,0.0374,0.00043,0,0.0686,0.609,70,FALSE
7024,2744,Lifetime,329413,0.695,0.454,-7.267,0.0788,0.307,4.60E-06,0.0727,0.496,50,FALSE
7025,4900,Lift Me Up,218613,0.701,0.837,-4.266,0.0269,0.0414,6.77E-05,0.145,0.872,21,FALSE
7026,4901,Lift Me Up,390306,0.518,0.82,-7.988,0.0329,0.184,1.53E-05,0.168,0.474,23,FALSE
7027,4902,LIFTED,175401,0.369,0.702,-4.155,0.154,0.00148,0,0.217,0.285,54,FALSE
7028,4793,Light It Up,166138,0.747,0.877,-3.782,0.0664,0.0375,0.000833,0.233,0.752,70,FALSE
7029,882,Light It Up,209253,0.953,0.515,-8.546,0.0846,0.00389,0,0.11,0.351,63,TRUE
7030,4903,Light My Fire,215133,0.479,0.546,-6.619,0.035,0.708,0.031,0.35,0.761,50,FALSE
7031,4904,Light My Fire,429760,0.413,0.725,-5.787,0.0324,0.369,2.16E-05,0.0905,0.44,73,FALSE
7032,4905,Light Of A Clear Blue Morning,296253,0.502,0.623,-10.161,0.0864,0.575,4.04E-06,0.285,0.438,47,FALSE
7033,1766,Light On,228826,0.446,0.834,-4.014,0.0341,0.0794,0,0.114,0.363,49,FALSE
7034,647,Light Sings,210226,0.459,0.549,-11.239,0.0296,0.21,0,0.618,0.769,11,FALSE
7035,4906,Light The Sky On Fire,307666,0.351,0.81,-9.735,0.137,0.0619,0.000104,0.0901,0.573,28,FALSE
7036,42,Light Up The World,223653,0.689,0.796,-5.472,0.0406,0.000599,0,0.12,0.857,48,FALSE
7037,4907,Lighters Up,262640,0.624,0.766,-6.31,0.396,0.00494,0,0.107,0.714,51,TRUE
7038,4908,Lightning Does The Work,225826,0.692,0.641,-7.601,0.0359,0.0239,1.23E-05,0.114,0.559,31,FALSE
7039,3711,Lightning's Girl,176053,0.56,0.647,-3.862,0.0287,0.647,0,0.127,0.54,30,FALSE
7040,224,Lights Come On,194506,0.567,0.839,-4.048,0.0698,0.0489,0,0.103,0.903,61,FALSE
7041,4909,Lights Down Low,223846,0.623,0.493,-7.727,0.0338,0.0632,0,0.104,0.594,70,FALSE
7042,1646,Lights Up,172213,0.575,0.621,-8.165,0.032,0.0392,0.0045,0.141,0.27,87,FALSE
7043,684,Lights,190333,0.193,0.5,-9.903,0.0381,0.108,0.0067,0.332,0.354,60,FALSE
7044,4910,Like A Baby,180106,0.712,0.369,-15.033,0.0471,0.436,0,0.268,0.758,10,FALSE
7045,1504,Like A Boy,237053,0.701,0.724,-5.751,0.145,0.267,0,0.0867,0.425,61,FALSE
7046,3257,Like A Cowboy,262133,0.511,0.687,-4.328,0.0326,0.254,2.49E-06,0.108,0.172,55,FALSE
7047,42,Like A Prayer,315253,0.544,0.871,-5.686,0.062,0.197,0,0.292,0.311,47,FALSE
7048,145,Like A Prayer,342680,0.624,0.842,-5.285,0.0376,0.264,2.11E-05,0.181,0.257,72,FALSE
7049,2860,Like A Rodeo,201730,0.67,0.661,-6.798,0.0466,0.704,0,0.217,0.425,70,FALSE
7050,4911,Like A Rolling Stone,369600,0.483,0.721,-6.836,0.032,0.729,0,0.189,0.562,72,FALSE
7051,843,Like A Sad Song,222266,0.387,0.0287,-18.887,0.0389,0.945,1.58E-05,0.139,0.162,38,FALSE
7052,1738,Like A Stone,293960,0.614,0.568,-5.477,0.0276,0.00797,0,0.0997,0.516,77,FALSE
7053,4912,Like A Sunday Morning,189988,0.363,0.884,2.291,0.0375,0.104,0,0.15,0.476,4,FALSE
7054,2518,Like A Surgeon,210626,0.838,0.671,-8.328,0.0346,0.252,0,0.056,0.961,39,FALSE
7055,42,Like A Virgin,195093,0.678,0.845,-3.05,0.0475,0.0651,0,0.0841,0.763,55,FALSE
7056,632,Like A Virgin,218626,0.773,0.656,-10.88,0.0381,0.202,0.00323,0.0697,0.971,72,FALSE
7057,4801,Like A Woman,244906,0.644,0.454,-7.559,0.0405,0.0277,0.185,0.131,0.622,24,FALSE
7058,702,Like An Old Time Movie,195266,0.309,0.255,-16.942,0.0257,0.744,1.88E-05,0.309,0.398,13,FALSE
7059,3969,Like An Open Door,145868,0.382,0.551,-8.051,0.0352,0.238,1.96E-06,0.136,0.852,18,FALSE
7060,4913,Like Columbus Did,139413,0.598,0.531,-13.521,0.0337,0.583,0,0.0834,0.965,2,FALSE
7061,3021,Like Glue,232506,0.757,0.78,-5.038,0.319,0.0811,0,0.113,0.59,62,FALSE
7062,2932,Like I Do,249173,0.818,0.773,-8.013,0.0285,0.149,3.38E-06,0.0577,0.87,14,FALSE
7063,1931,Like I Love You,283626,0.853,0.811,-4.926,0.0646,0.0439,0.000304,0.0703,0.901,63,FALSE
7064,3459,Like I Want You,260776,0.678,0.355,-7.757,0.0627,0.759,7.06E-05,0.114,0.438,79,FALSE
7065,4514,Like I Would,192133,0.565,0.832,-5.732,0.114,0.0247,0,0.26,0.233,65,FALSE
7066,413,Like I'm Gonna Lose You,225053,0.63,0.53,-7.259,0.0434,0.4,0,0.177,0.417,80,FALSE
7067,4914,Like Red On A Rose,213306,0.598,0.315,-9.83,0.0282,0.634,0.191,0.0825,0.172,38,FALSE
7068,223,Like Strangers,125360,0.581,0.18,-16.892,0.0275,0.87,1.11E-05,0.0911,0.372,11,FALSE
7069,4915,Like The Big Guys Do,135720,0.649,0.73,-4.682,0.0375,0.135,0.005,0.336,0.958,0,FALSE
7070,4916,Like This,215853,0.676,0.73,-5.963,0.267,0.00193,0,0.0627,0.489,63,FALSE
7071,4894,Like To Get To Know You Well,240186,0.759,0.599,-9.504,0.0395,0.169,0.000946,0.0369,0.895,47,FALSE
7072,4917,Like We Never Loved At All,257693,0.497,0.468,-8.182,0.0286,0.0817,0,0.112,0.285,47,FALSE
7073,4918,Like We Used To,203733,0.363,0.71,-3.08,0.0308,0.216,0,0.121,0.383,60,FALSE
7074,660,Like You'll Never See Me Again,315360,0.562,0.658,-8.072,0.0314,0.174,0.000285,0.102,0.268,59,FALSE
7075,4832,Like You,205840,0.714,0.6,-8.365,0.0876,0.0465,0,0.0646,0.504,66,FALSE
7076,3001,Like You,202933,0.809,0.691,-6.573,0.079,0.103,0,0.284,0.758,54,FALSE
7077,4919,Like| Long Hair,115360,0.36,0.939,-10.377,0.0365,0.8,0.841,0.0841,0.7,4,FALSE
7078,882,Lil Baby,149040,0.974,0.596,-8.888,0.184,0.0976,0,0.151,0.892,82,TRUE
7079,2189,Lil Freak,234253,0.834,0.628,-6.616,0.0626,0.000879,0.000192,0.292,0.766,56,FALSE
7080,457,Lil Top,192000,0.778,0.662,-6.081,0.308,0.187,0,0.116,0.571,68,TRUE
7081,4920,Limbo Dance,122045,0.763,0.755,-10.647,0.0298,0.38,0.53,0.0663,0.944,13,FALSE
7082,13,Limbo Rock,148520,0.745,0.894,-4.811,0.0376,0.154,0.000646,0.0753,0.971,46,FALSE
7083,1618,Limbo Rock,125893,0.734,0.556,-14.958,0.0312,0.0893,0.343,0.0593,0.95,26,FALSE
7084,4921,Linda Lu,128000,0.834,0.797,-6.695,0.0527,0.62,0.0297,0.0456,0.967,16,FALSE
7085,48,Linda On My Mind,155373,0.667,0.394,-8.741,0.0259,0.66,0,0.0653,0.531,42,FALSE
7086,721,Linda,140360,0.554,0.502,-12.191,0.102,0.735,0,0.407,0.683,0,FALSE
7087,781,Lions| Tigers & Bears,251200,0.576,0.515,-6.178,0.0295,0.0788,0,0.118,0.407,51,FALSE
7088,4922,Lip Gloss,219773,0.619,0.87,-4.956,0.501,0.41,1.37E-06,0.0571,0.94,64,FALSE
7089,4031,Lip Sync (To The Tongue Twisters),159493,0.746,0.641,-13.596,0.0449,0.415,0,0.684,0.944,0,FALSE
7090,413,Lips Are Movin,182666,0.775,0.825,-5.402,0.0464,0.0506,1.03E-06,0.111,0.95,68,FALSE
7091,4923,Lipstick,250760,0.686,0.7,-8.196,0.0385,0.0607,1.68E-05,0.0512,0.967,23,FALSE
7092,4924,Liquid Dreams,210400,0.823,0.7,-5.042,0.035,0.0264,0,0.0531,0.75,48,FALSE
7093,864,Liquor,224906,0.686,0.342,-8.555,0.0447,0.0212,0,0.111,0.429,60,TRUE
7095,4925,Lisa,179422,0.444,0.114,-21.085,0.0348,0.955,0.175,0.566,0.232,12,FALSE
7096,4926,Listen Here,568826,0.62,0.779,-10.159,0.0407,0.00454,0.86,0.0952,0.96,11,FALSE
7097,4927,Listen Here,463000,0.694,0.364,-15.941,0.0386,0.411,0.0746,0.234,0.903,30,FALSE
7098,4928,Listen Like Thieves,225333,0.625,0.908,-4.345,0.0483,0.00118,0.029,0.0623,0.574,37,FALSE
7099,1425,Listen Lonely Girl,151693,0.494,0.439,-10.546,0.0259,0.776,2.76E-05,0.418,0.712,5,FALSE
7100,3989,Listen To Her Heart,184960,0.481,0.906,-3.705,0.0349,0.334,0.603,0.043,0.364,52,FALSE
7101,4929,Listen To The Band,149106,0.26,0.659,-8.98,0.0625,0.116,2.95E-05,0.499,0.538,28,FALSE
7102,4930,Listen To The Buddha,384284,0.5,0.776,-8.888,0.0382,0.0016,0.00507,0.0694,0.815,1,FALSE
7103,4931,Listen To The Music,227266,0.645,0.598,-13.18,0.0335,0.221,3.53E-06,0.0721,0.913,76,FALSE
7104,2032,Listen To Your Heart,328093,0.539,0.583,-4.935,0.0275,0.108,0,0.111,0.337,77,FALSE
7105,986,Listen,219546,0.432,0.637,-3.905,0.0475,0.416,0,0.113,0.187,61,FALSE
7106,4932,Listen,252266,0.572,0.817,-6.23,0.0285,0.0496,1.95E-05,0.105,0.736,40,FALSE
7107,4933,Listen,219253,0.517,0.644,-5.366,0.0491,0.174,0,0.111,0.195,44,FALSE
7108,4934,Little Arrows,163840,0.651,0.674,-8.56,0.0386,0.627,0,0.188,0.937,26,FALSE
7109,3788,Little Bad Girl,192275,0.675,0.842,-2.698,0.0337,0.00698,0,0.349,0.617,44,TRUE
7110,4935,Little Band Of Gold,142829,0.571,0.597,-7.616,0.052,0.595,0,0.0781,0.824,15,FALSE
7111,1615,Little Bell,193165,0.649,0.641,-7.548,0.0425,0.833,8.41E-06,0.448,0.743,12,FALSE
7112,4936,Little Bird,292425,0.767,0.521,-9.145,0.0351,0.247,0.00124,0.303,0.672,50,FALSE
7113,4937,Little Bit O' Soul,141826,0.602,0.679,-6.708,0.039,0.337,0,0.313,0.889,6,FALSE
7114,4396,Little Bit Of Life,251720,0.667,0.834,-4.743,0.0344,0.292,0,0.287,0.703,49,FALSE
7115,2015,Little Bit Of Soap,206933,0.831,0.523,-12.147,0.0491,0.063,8.77E-05,0.0849,0.969,19,FALSE
7116,4938,Little Bit Of You,186240,0.612,0.865,-4.277,0.0424,0.0639,0,0.0801,0.643,56,FALSE
7117,4939,Little Bitty Pretty One,124933,0.479,0.415,-12.313,0.0359,0.575,0,0.0966,0.652,16,FALSE
7118,4940,Little Bitty Pretty One,160280,0.534,0.718,-9.273,0.0961,0.56,0,0.609,0.926,39,FALSE
7119,2466,Little Bitty,158080,0.563,0.796,-7.604,0.0409,0.15,0,0.355,0.741,59,FALSE
7120,1074,Little Black Book,146066,0.685,0.656,-8.087,0.0469,0.47,0,0.0818,0.966,15,FALSE
7121,4941,Little Boxes,114773,0.775,0.194,-16.883,0.0731,0.941,0.00685,0.195,0.783,47,FALSE
7122,380,Little Boy (In Grown Up Clothes),143773,0.677,0.663,-4.959,0.0316,0.389,0,0.0824,0.83,11,FALSE
7123,4942,Little Boy Blue,131133,0.547,0.399,-6.578,0.0307,0.621,8.30E-05,0.194,0.527,1,FALSE
7124,428,Little Boy,183480,0.339,0.815,-7.052,0.0365,0.461,1.97E-05,0.4,0.428,18,FALSE
7125,4943,Little By Little,284386,0.639,0.589,-8.099,0.0337,0.0178,0.00216,0.263,0.578,35,FALSE
7126,3725,Little Coco Palm,141666,0.517,0.667,-12.415,0.0367,0.147,3.16E-05,0.184,0.846,3,FALSE
7127,4944,Little Darlin',237066,0.585,0.732,-8.662,0.0414,0.352,0.00332,0.309,0.433,0,FALSE
7128,4945,Little Darling (i Need You),206533,0.637,0.668,-9.339,0.0703,0.287,0,0.0894,0.682,35,FALSE
7129,4946,Little Devil,162640,0.542,0.74,-6.124,0.0317,0.61,0,0.256,0.904,32,FALSE
7130,1446,Little Donna,127000,0.407,0.691,-8.09,0.0348,0.0117,0.0156,0.0809,0.937,6,FALSE
7131,4947,Little Drummer Boy,255878,0.698,0.413,-8.356,0.0371,0.161,2.96E-05,0.0924,0.531,70,FALSE
7132,4948,Little Fighter,262773,0.509,0.843,-7.181,0.0467,0.00304,1.28E-05,0.101,0.452,44,FALSE
7133,3324,Little Games,148266,0.623,0.68,-9.405,0.0512,0.0888,0,0.116,0.856,23,FALSE
7134,4949,Little Girl,143333,0.6,0.364,-13.289,0.0315,0.76,0.00296,0.0454,0.836,20,FALSE
7135,4950,Little Girl,147826,0.587,0.608,-10.425,0.0291,0.0492,0.000338,0.217,0.726,34,FALSE
7136,4951,Little Green Apples,250593,0.451,0.358,-17.064,0.0517,0.556,4.44E-06,0.102,0.421,33,FALSE
7137,4952,Little Green Apples,183933,0.367,0.204,-16.898,0.0352,0.802,2.43E-06,0.144,0.645,41,FALSE
7138,48,Little Jackie Wants To Be A Star,287373,0.745,0.879,-7.662,0.0394,0.217,5.89E-05,0.251,0.789,18,FALSE
7139,4953,Little Latin Lupe Lu,189506,0.589,0.769,-10.49,0.045,0.133,0.00123,0.566,0.849,21,FALSE
7140,2086,Little Latin Lupe Lu,147330,0.467,0.673,-10.087,0.0343,0.101,0,0.329,0.934,23,FALSE
7141,3916,Little Liar,239600,0.347,0.594,-11.716,0.0324,0.374,0,0.145,0.187,33,FALSE
7142,1088,Little Lies,221053,0.64,0.649,-10.345,0.0264,0.216,8.30E-05,0.0551,0.865,70,FALSE
7143,4954,Little Lion Man,246973,0.517,0.481,-8.273,0.0272,0.0293,1.79E-05,0.0903,0.461,68,TRUE
7144,4955,Little Lonely One,155533,0.371,0.83,-6.692,0.0702,0.545,0,0.104,0.767,6,FALSE
7145,1863,Little Man,268333,0.699,0.514,-9.34,0.027,0.108,0,0.0817,0.41,47,FALSE
7146,181,Little Man,202026,0.596,0.553,-7.695,0.0326,0.459,0,0.0892,0.85,41,FALSE
7147,3472,Little Miracles (Happen Every Day),281466,0.66,0.464,-12.266,0.0309,0.355,0,0.157,0.233,24,FALSE
7148,4564,Little Miss Can't Be Wrong,232720,0.515,0.903,-8.832,0.0443,0.014,0.0218,0.38,0.927,55,FALSE
7149,680,Little Moments,221066,0.558,0.551,-6.333,0.0263,0.245,4.19E-06,0.231,0.347,52,FALSE
7150,864,Little More (Royalty),260453,0.632,0.516,-8.088,0.035,0.0195,0,0.139,0.328,55,FALSE
7151,59,Little Ole Wine Drinker| Me,167853,0.615,0.488,-12.797,0.0383,0.586,2.21E-06,0.191,0.488,49,FALSE
7152,4956,Little One,84666,0.563,0.314,-10.319,0.0298,0.855,0,0.115,0.451,30,FALSE
7153,9,Little Pedro,144363,0.588,0.717,-6.66,0.0601,0.195,1.61E-06,0.274,0.842,0,FALSE
7154,940,Little Queen,311560,0.674,0.361,-15.435,0.0367,0.011,0.0014,0.0564,0.671,38,FALSE
7155,4957,Little Queenie,128373,0.725,0.772,-8.814,0.0354,0.423,0.701,0.06,0.947,6,FALSE
7156,4958,Little Red Corvette,188613,0.777,0.7,-11.045,0.0869,0.235,8.02E-06,0.836,0.802,61,FALSE
7157,4959,Little Red Rooster,171826,0.597,0.64,-7.719,0.0427,0.588,0,0.526,0.823,40,FALSE
7158,759,Little Red Wagon,204386,0.584,0.813,-7.221,0.0582,0.0297,0.000197,0.272,0.774,56,FALSE
7159,4960,Little Sheila,237133,0.489,0.919,-6.258,0.0822,0.00957,9.12E-06,0.0822,0.556,21,FALSE
7160,3883,Little Sister,151386,0.586,0.546,-13.14,0.0712,0.631,5.69E-05,0.368,0.949,56,FALSE
7161,4961,Little Star,162773,0.408,0.397,-12.536,0.03,0.873,0,0.28,0.697,40,FALSE
7162,4962,Little Things Mean A Lot,152360,0.288,0.539,-8.253,0.032,0.338,0,0.116,0.556,21,FALSE
7163,4963,Little Things,148133,0.876,0.527,-13.875,0.0361,0.223,0.00733,0.121,0.915,17,FALSE
7164,4710,Little Things,219640,0.707,0.222,-11.716,0.0329,0.788,0,0.205,0.556,78,FALSE
7165,4964,Little Tin Soldier,132746,0.652,0.499,-8.271,0.0743,0.916,0,0.123,0.656,2,FALSE
7166,2952,Little Town Flirt,169200,0.657,0.686,-6.851,0.0283,0.134,0,0.468,0.883,34,FALSE
7167,4393,Little Toy Guns,210760,0.434,0.868,-1.208,0.0603,0.00407,1.98E-06,0.0919,0.204,54,FALSE
7168,4965,Little Willy,196640,0.733,0.425,-13.694,0.0381,0.195,7.48E-06,0.0876,0.823,5,FALSE
7169,4966,Little Woman,146030,0.581,0.265,-22.263,0.0454,0.482,0.00697,0.182,0.95,29,FALSE
7170,1170,Litty,280615,0.592,0.701,-4.014,0.0858,0.0451,0,0.327,0.282,67,TRUE
7171,4967,Live A Little,219106,0.642,0.886,-6.151,0.04,0.0207,0.0275,0.391,0.287,45,FALSE
7172,493,Live And Die For Hip Hop,223866,0.755,0.536,-9.643,0.181,0.0133,0,0.0794,0.658,39,FALSE
7173,2223,Live And Learn,262333,0.745,0.891,-9.464,0.0746,0.0867,0,0.124,0.654,40,FALSE
7174,4968,Live Every Minute,209429,0.642,0.634,-12.019,0.0606,0.296,4.60E-06,0.0779,0.587,5,FALSE
7175,4662,Live Every Moment,301773,0.524,0.916,-6.56,0.0285,0.0268,0.000441,0.265,0.963,33,FALSE
7176,4969,Live For Life,163996,0.495,0.445,-12.15,0.0356,0.5,0,0.35,0.519,27,FALSE
7177,1489,Live For Loving You,276893,0.728,0.613,-12.704,0.0369,0.093,0.00419,0.0448,0.521,24,FALSE
7178,4639,Live For The Night,206480,0.499,0.843,-2.224,0.113,0.0138,0,0.124,0.533,55,TRUE
7179,4970,Live Is Life,249500,0.633,0.952,-4.274,0.0337,0.0532,1.73E-06,0.989,0.765,63,FALSE
7180,2760,Live It Up Part 1,186600,0.699,0.564,-10.783,0.107,0.0246,0.000175,0.501,0.967,8,FALSE
7181,4971,Live It Up,226533,0.689,0.779,-11.903,0.0386,0.0733,0.039,0.111,0.896,0,FALSE
7182,3463,Live Like We're Dying,212506,0.589,0.893,-2.948,0.0397,0.0273,0,0.343,0.94,54,FALSE
7183,2483,Live Like You Were Dying,300333,0.416,0.546,-7.728,0.0297,0.492,0,0.0845,0.418,67,FALSE
7184,4972,Live To Tell,353000,0.673,0.314,-14.156,0.0279,0.411,0.0334,0.107,0.27,57,FALSE
7185,4710,Live While We're Young,200186,0.658,0.837,-2.063,0.0543,0.0629,0,0.0969,0.936,71,FALSE
7186,2068,Live Your Life,338853,0.375,0.862,-3.363,0.255,0.071,0,0.211,0.478,75,TRUE
7187,4973,Live| Laugh| Love,246266,0.647,0.746,-10.597,0.0437,0.195,0,0.0271,0.946,45,FALSE
7188,1690,Livin' Ain't Livin',230666,0.494,0.666,-9.536,0.0518,0.276,0,0.159,0.651,28,FALSE
7189,3129,Livin' For The Weekend,395133,0.511,0.764,-6.975,0.0909,0.116,0,0.371,0.673,28,FALSE
7190,4974,Livin' For You,192266,0.705,0.311,-15.241,0.0296,0.358,0.0108,0.104,0.537,27,FALSE
7191,4975,Livin' In The Life,252986,0.864,0.788,-8.061,0.0375,0.0506,0.032,0.0672,0.973,26,FALSE
7192,4976,Livin' La Vida Loca,243160,0.425,0.954,-3.756,0.0476,0.00411,0,0.0555,0.933,72,FALSE
7193,561,Livin' Our Love Song,231466,0.488,0.855,-3.417,0.0399,0.287,0,0.132,0.799,53,FALSE
7194,2221,Livin' Thing,212306,0.549,0.651,-7.097,0.0323,0.583,0,0.121,0.368,71,FALSE
7195,117,Living A Little| Laughing A Little,197786,0.578,0.287,-12.622,0.0383,0.775,0.000127,0.0509,0.351,23,FALSE
7196,4222,Living Doll,156773,0.579,0.471,-7.699,0.0459,0.506,0,0.101,0.754,34,FALSE
7197,181,Living For You,213760,0.438,0.591,-8.907,0.0421,0.606,0,0.0787,0.657,12,FALSE
7198,4977,Living In A Box,186666,0.635,0.872,-12.744,0.0445,0.245,0.0637,0.31,0.927,50,FALSE
7199,4978,Living In A Dream,215853,0.541,0.874,-5.128,0.0481,3.59E-05,0.00621,0.987,0.775,20,FALSE
7200,4979,Living In A Fantasy,266506,0.688,0.592,-10.124,0.0233,0.118,0.000127,0.0411,0.54,10,FALSE
7201,2654,Living In America,282840,0.754,0.854,-7.114,0.0363,0.00148,0.00692,0.0675,0.761,56,FALSE
7202,490,Living In Danger,223226,0.669,0.931,-7.161,0.0488,0.000573,0.56,0.106,0.829,46,FALSE
7203,1010,Living In Fast Forward,211893,0.689,0.907,-5.587,0.037,0.0254,0.000732,0.138,0.912,46,FALSE
7204,4980,Living In Oblivion,306746,0.65,0.723,-5.396,0.0417,0.00154,0.00128,0.0348,0.947,37,FALSE
7205,580,Living In The Past,202893,0.686,0.488,-11.024,0.0582,0.216,1.89E-05,0.121,0.965,46,FALSE
7206,4981,Living Inside Myself,263226,0.409,0.428,-13.195,0.0412,0.462,8.22E-05,0.0687,0.04,48,FALSE
7207,4982,Living Loving Maid (She's Just A Woman),159300,0.475,0.808,-8.859,0.037,0.000942,7.97E-06,0.146,0.896,49,FALSE
7208,4983,Living Next Door To Alice,207173,0.566,0.585,-7.532,0.032,0.106,0,0.23,0.75,60,FALSE
7209,4119,Living On The Edge,281346,0.799,0.644,-10.167,0.035,0.357,8.51E-05,0.0761,0.973,10,FALSE
7210,4984,Living On Video,354333,0.7,0.649,-9.981,0.0331,0.000108,0.67,0.0858,0.965,54,FALSE
7211,4985,Living Together| Growing Together,231066,0.526,0.304,-12.059,0.029,0.777,0,0.218,0.327,24,FALSE
7212,4986,Living Without You,216120,0.547,0.406,-14.11,0.0301,0.0555,8.71E-05,0.429,0.347,8,FALSE
7213,4987,Lloro Por Ti,247478,0.706,0.759,-6.921,0.0408,0.211,8.42E-06,0.107,0.355,56,FALSE
7214,815,Lo Mein,195299,0.855,0.676,-5.736,0.325,0.0888,0,0.144,0.509,68,TRUE
7215,4988,Lo Mejor De Mi Vida Eres Tu,216613,0.727,0.812,-4.148,0.0405,0.543,0,0.0796,0.812,62,FALSE
7216,4989,Loaded,233173,0.506,0.951,-4.305,0.0796,0.0109,7.18E-05,0.0536,0.748,35,FALSE
7217,4990,Loca,183693,0.437,0.962,-5.3,0.0928,0.0118,0.057,0.953,0.472,66,FALSE
7218,4991,Location,219080,0.736,0.449,-11.462,0.425,0.33,0.000162,0.0898,0.326,84,FALSE
7219,4992,Locked Away,227280,0.508,0.677,-5.696,0.0656,0.328,0,0.0491,0.575,67,FALSE
7220,3261,Locked Out Of Heaven,233478,0.726,0.698,-4.165,0.0431,0.049,0,0.309,0.867,79,FALSE
7221,4993,Lockjaw,223146,0.615,0.648,-3.792,0.22,0.0411,0,0.277,0.26,66,TRUE
7222,3765,Locomotive Breath,266013,0.693,0.528,-13.094,0.0855,0.412,0.00355,0.0563,0.339,61,FALSE
7223,13,Loddy Lo,131133,0.66,0.642,-7.109,0.0407,0.139,0,0.0652,0.943,21,FALSE
7224,3922,LOL :-),246906,0.807,0.747,-5.495,0.112,0.00701,0,0.107,0.784,41,FALSE
7225,4994,Lola,241040,0.474,0.917,-4.19,0.0395,0.582,0.231,0.201,0.902,69,FALSE
7227,4995,Lollipop,187906,0.348,0.893,-4.589,0.0662,0.000484,6.36E-05,0.281,0.392,60,FALSE
7228,4996,Lollipops And Roses,142466,0.457,0.421,-9.486,0.0319,0.823,0,0.319,0.659,3,FALSE
7229,4997,Lonely Again,163440,0.431,0.223,-14.042,0.0302,0.727,0.000494,0.0906,0.354,8,FALSE
7230,1972,Lonely And Gone,199733,0.531,0.696,-6.729,0.0258,0.15,0.00016,0.36,0.488,37,FALSE
7231,191,Lonely Blue Nights,151866,0.386,0.216,-7.853,0.0354,0.938,1.19E-06,0.105,0.417,29,FALSE
7232,2099,Lonely Boy| Lonely Guitar,138706,0.464,0.495,-10.107,0.1,0.82,0.239,0.103,0.694,7,FALSE
7233,4998,Lonely Boy,264893,0.588,0.598,-13.288,0.0296,0.0386,5.83E-05,0.107,0.866,53,FALSE
7234,267,Lonely Boy,151106,0.623,0.605,-9.923,0.0306,0.352,0,0.101,0.804,47,FALSE
7235,3180,Lonely Boy,193653,0.356,0.872,-7.837,0.068,0.00417,0.00975,0.0997,0.607,74,FALSE
7236,1564,Lonely Child,217659,0.584,0.688,-4.427,0.431,0.294,0,0.097,0.628,73,TRUE
7237,763,Lonely Eyes,217413,0.657,0.674,-5.273,0.0319,0.0326,1.88E-05,0.0947,0.336,60,FALSE
7238,4999,Lonely Guitar,151106,0.32,0.228,-16.787,0.0325,0.916,0.135,0.091,0.632,8,FALSE
7239,5000,Lonely If You Are,176728,0.681,0.726,-5.1,0.0453,0.162,0,0.119,0.819,68,FALSE
7240,5001,Lonely Is The Name,195173,0.265,0.435,-13.016,0.0454,0.861,2.55E-06,0.156,0.238,7,FALSE
7241,5002,Lonely Is The Night,249066,0.565,0.412,-14.092,0.0242,0.298,6.91E-06,0.206,0.351,57,FALSE
7242,2575,Lonely No More,226640,0.551,0.896,-3.152,0.109,0.033,0,0.0899,0.858,57,FALSE
7243,5003,Lonely People,150226,0.557,0.473,-9.294,0.0262,0.261,3.95E-05,0.0658,0.56,53,FALSE
7244,5004,Lonely Street,166493,0.428,0.111,-16.501,0.0317,0.95,0.0115,0.087,0.389,16,FALSE
7245,23,Lonely Teardrops,164346,0.591,0.582,-4.554,0.129,0.596,0,0.784,0.906,48,FALSE
7246,117,Lonely Teardrops,168120,0.723,0.365,-13.545,0.0615,0.43,0,0.236,0.837,5,FALSE
7247,3876,Lonely Together,260146,0.314,0.353,-10.89,0.0327,0.705,0,0.117,0.213,14,FALSE
7248,3201,Lonely Tonight,218040,0.41,0.747,-4.964,0.0358,0.0581,0,0.0983,0.369,56,FALSE
7249,5005,Lonely Weekends,130080,0.46,0.824,-8.868,0.0896,0.317,0.0255,0.133,0.796,25,FALSE
7250,5006,Lonely Wind,257533,0.401,0.337,-11.744,0.0319,0.62,3.56E-05,0.205,0.318,27,FALSE
7251,2001,Lonely Winds,167333,0.49,0.842,-5.614,0.0432,0.577,0,0.311,0.833,11,FALSE
