ArtistID,ArtistName
998,Kodak Black 
489,Lea Roberts
617,Nickelback
2157,Fat Joe
491,Donny Most
3543,B
495,Hit Masters
922,Eve Graham
3182,Nino 
4490,Fiona
1450,Rob $tone 
501,The Hollywood Stars
3325,Philadelphia International All Stars
2083,YFN Lucci 
2789,Sly Stone
3236,BLACKPINK
2023,Iron Butterfly
512,Rough Trade
5049,Josh Groban 
4454,Nu Flavor 
1661,Johnny Rivers
507,The Uniques
508,Dan Peek
510,Glenn Frey
4979,Skylark
1728,Paul Davis Feat. Susan Collins
513,Phoebe Ryan
1097,Tony Bennett 
514,The Chainsmokers 
631,Toni Braxton
2471,John Legend 
761,The Flying Machine
3181,The Ebb Tides
5004,Metro Boomin 
1613,Dwight Yoakam
4372,Shifty Shellshock
2040,Anuel AA 
4928,Terry Ellis
4808,Rachel Sweet
515,Michelle Branch
2082,Yvette Michele
3847,Bandit
516,RTZ
909,Scandal 
652,Jaheim 
3114,Big Punisher 
517,Heart
2410,"Mary Mary 
776,The Equals
2369,The O'Kaysions
3129,Newcleus
3488,Camp Lo
519,Craig Morgan
3308,The Hombres
521,Artists For Puerto Rico
4231,Frozen Ghost
844,Mike Jones 
523,Sheena Easton
737,Eighth Wonder
611,Rene 
2241,Jerry Butler and The Impressions
1852,The Watts 103rd Street Rhythm Band
1608,Naughty By Nature
525,David Houston
782,Lonnie Mack
527,Gilbert O'Sullivan
4544,Jimmy Charles
565,Waylon
3940,The Kinleys
1569,Kenny Loggins
528,Dokken
3946,Hugh Laurie
4212,Spiral Starecase 
2889,Hunter Hayes
3688,Tamara
891,Relient K
4607,Jesse Lee Turner
529,Jake Owen
1922,Kelly Clarkson 
1178,Del Shannon
3801,Jody Watley
530,Tevin Campbell
532,Glee Cast 
1988,Tory Lanez
1699,Marty Kristian
534,Marshmello
818,Wale
535,The Coasters
1350,The White Tie Affair
537,Parmalee
839,XXXTENTACION 
4572,Jump 'n The Saddle
538,Eagles
539,Jamiroquai
3253,Crime Mob 
4684,Ayah Marar
2950,Howard Hewett
3240,Morgan Evans
883,Lupe Fiasco 
4962,Tag Team
540,Supercat
2517,Hog Heaven
3664,QT
3063,Clay Aiken
834,The Critters
2965,The Gregg Allman Band
1626,Joan Jett 
1014,Chris Lane
2548,Sunshine Anderson
4281,Southwest F.O.B.
543,Fantastic Four
1160,Steve Holy
544,Heatwave
4005,Leon 
545,Whistle
659,Lou Christie
1432,Skip And Flip
548,Los Indios Tabajaras
3932,Shot In The Dark
1708,Crown Heights Affair
1654,Pitbull 
2122,Marmalade
549,Pet Shop Boys
4643,Billy Graves
1912,Stacey Q
1801,The Illusion
550,SWV
3795,The Beatles
1401,Nikki Wills
551,Willie Nelson
674,Lupe Fiasco
2928,Andy Griggs
1843,Death Cab For Cutie
3980,Meja
552,R.B. Greaves
1819,Paperboy
837,Trippie Redd
553,Gloria Estefan
1070,Tori Amos
2586,Gene Autry
4422,Empress Of
4307,Damien
554,Atlantic Starr
1749,Grapefruit
983,Citizen King
4814,The DEY
556,Sammy Turner
4417,Y
560,Debbie Reynolds
1263,Chris Janson
4125,Rebecca Black 
3052,Dire Straits
562,Love Spit Love
1945,Dickey Lee
563,Vinz
755,Bow Wow
2064,Rob Thomas
2371,Bow Wow 
2321,Disco Tex 
595,Babyface
3596,Everything But The Girl
564,Nico 
567,Amazing Rhythm Aces
3891,Lenny White
930,Stevie B
2493,Hotel
1166,The String-A-Longs
568,Judy Collins
4144,Lustra
569,The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards
2178,Andy Grammer
4988,Fantasia 
697,Juice WRLD
796,Gucci Mane 
570,Rick Ross
3877,General Larry Platt
571,Wale 
1997,Foghat
4462,Arthur Lyman
576,Phil Vassar
2439,Jagged Edge
780,Jude Cole
637,Percy Sledge
577,West
4783,Vito 
1987,Uncle Kracker 
942,Gene Cotton
579,Bonnie McKee
582,Prince And The Revolution
583,Yes
3910,Roddy Ricch 
5055,Vic Damone
4028,The Earls
586,"""Weird Al"" Yankovic"
1831,King Curtis
588,Ben E. King
589,Mickey Newbury
592,Esther Phillips
1623,Bobby Sherman
593,Ciara
594,Della Reese
1740,Vicki Sue Robinson
967,The Emotions
3637,Elliott Yamin
855,Nate Dogg
596,Talking Heads
607,Tommy Tutone
597,The Cherry People
3831,The Tide
598,Mark Lindsay
599,Dion
601,Love And Theft
806,Big Sean
2732,Nick Lachey
1586,Charlie Worsham
1821,Taylor Hicks
741,Sean Paul
603,Hot
2990,The Bell Notes
2686,Fabian
1705,Faith Band
3550,Kissing The Pink
605,Merrilee Rush 
708,OutKast
608,The Badlees
753,Deborah Allen
612,Natasha Bedingfield
616,Martin Garrix
618,Daniel Boone
4472,Cash Cash 
1847,Peter Mccann
3013,Mint Condition
620,Jorgen Ingmann 
932,The Cover Girls
2277,Feather
621,The Kingsmen
623,The Caslons
666,Trini Lopez
3696,Khia 
1647,Casey James
814,Dev
937,Antoine Dodson 
3022,Belouis Some
4950,The Woolies
626,The Hollies
4856,Dcup
627,The Doobie Brothers
4084,Bryan Guy Adams
762,Fantasia
1202,Linda Clifford
2128,Trevor Daniel
629,Barenaked Ladies
630,Chris Brown
3454,Natasha Bedingfield 
3443,Damage
632,Shawn Christopher
3393,Living In A Box
636,Ed Sheeran 
638,Liverpool Five
4871,Anne Murray
639,The Dave Clark Five
1769,April Stevens
2886,Tony Thompson
640,Young Thug 
1118,Vengaboys
641,Irene Cara
1425,Queen Pen 
642,Ellen Page
2011,Sweet Sensation
1052,Breathe Carolina
2784,Bryan Adams
3848,Michelle Chamuel
3363,Kelly Rowland 
644,Collin Raye
3275,J. Frank Wilson and The Cavaliers
645,Mitch Malloy
1790,Jerry Wallace
1943,Robert Tepper
647,Gloria Estefan 
3403,Soulja Boy Tell'em
1761,Bay City Rollers
1136,Duane Eddy and the Rebelettes
650,3T
2163,Childish Gambino
721,Letters To Cleo
4595,Ivo Robic
651,Next
857,Lil Wayne
656,The Arrows 
657,Ed Ames
727,Tyga
1357,The Breeders
4097,Ronny Douglas
660,Hot Chocolate
661,Jet
1128,Sam 
696,Masked Wolf
1265,Yung Joc
699,Wild Orchid
662,Thompson Square
2510,Billy Lawrence
663,Jimmy Ray
879,Dickie Goodman
664,Sandy Posey
1648,Lynn Anderson
2573,Trace Adkins
4616,Mike Douglas
669,Gunna
1220,Angie Stone
670,Dean Friedman
944,Buck Owens
671,First Choice
2123,Lil Peep 
676,Daft Punk
769,Glenn Yarbrough
677,ZZ Top
3741,Rusty Draper
3125,RiceGum 
1823,Robin And The In Crowd
678,Bobby Darin
864,David Sanborn
4895,JAY-Z
1376,XXXTentacion
846,Tiara Thomas Or Rihanna
679,Sophie B. Hawkins
3465,Michael Jackson 
681,Candi Staton
682,Expose
5075,Mable John
689,Maxwell
1475,Mason Williams
2631,FUTURISTIC
3368,Teicher
3629,Philly Cream
684,Fleetwood Mac
1411,The Dubs
4819,Problem
4690,Dream
841,XXXTENTACION
1793,Chris Rea
685,Zac Brown Band 
4464,J'Son
686,Mashmakhan
3093,The Tymes
687,Nilsson
688,Shirley Murdock
809,Mel And Tim
2665,David Hudson
838,PnB Rock 
1630,PnB Rock
690,Rodney Crowell
692,Millie Jackson
770,Gerald Levert
2988,George 
3800,The Beatnuts 
3338,Latimore
694,Gym Class Heroes 
3631,Bonnie
813,Granger Smith
1469,Derek
695,Nektar
2606,Foster Sylvers
3817,Trick Pony
1111,Kathy Dalton
698,T-Connection
1861,Donnie Brooks
3424,Russ
2592,Bonnie Tyler
2605,Joey Dee 
700,Janis Ian
701,Johnny Caswell
703,The Formations
3356,gnash
2653,Lil Nas X
704,The Beaters
2494,will.i.am
825,Barrington Levy
705,Billy 
3309,American Flyer
4015,Paul Engeman)
4287,Blue Haze
1859,Baby Bash
2414,for KING 
1637,Ginuwine
4883,Kane Brown 
707,Donovan
3106,DJ Fred
2379,Garrett Hedlund 
2561,Whitney Houston Feat. Faith Evans 
709,Stacy Lattisaw
1755,The 5 Stairsteps
712,Kenny G
831,Eric Clapton
1116,The Outhere Brothers
3577,M83.
4000,Hit-Boy
1511,Crossfade
1117,Charli XCX
713,Arthur Conley
1334,Kelly Rowland
895,La Bouche
1312,Rufus Thomas
714,Kraftwerk
4598,Georgia Gibbs
1251,The Busters
1238,R. Kelly
1132,Veronica
716,Bobby Goldsboro
1668,Peter Murphy
717,Andy Pratt
1587,H.E.R. 
3767,Icehouse
3086,True Image
2404,Lindsey Buckingham
2018,The Essex
718,Chris Young
4658,Killer Mike
997,London On Da Track
1777,Larry Gatlin
887,Lil Pump 
4722,Inoj
802,N2Deep
1079,The Browns 
719,Jimmy Reed
3320,Shirley 
1218,Robbie Dupree
720,Skillet
723,Lil Peep
949,the ""Sound of Frankie Valli"""
728,Travis Porter 
3216,Leon Haywood
2394,Skylar Grey
1806,Intonation 
2245,D'zyre
729,Ludacris
1653,Lil Jon
730,Trina 
2545,Lisa Lisa And Cult Jam
1061,Ty Dolla $ign 
732,Sons
1965,Belly 
3391,Gardner Cole
5060,Susan Jacks
734,A$AP Rocky
3101,Hedgehoppers Anonymous
752,The Galens
2203,The Crests 
1053,Nicola Paone
735,The Superbs
1673,Boney M
2967,Big Punisher
4848,Eydie 
736,Corona
2252,Bad English
1595,Judy Clay
738,Chance The Rapper
739,Action Bronson 
783,David Gray
2476,Deee-Lite
1387,Marsha
5014,Reality
743,The Manhattan Transfer
3038,Brother To Brother
744,Player
2532,The Waikikis
938,Midnight Oil
3706,Lonnie Russ
745,Solomon Burke
4613,Sister Janet Mead
746,Gladys Knight And The Pips
2955,Meat Loaf
4938,Icicle Works
2775,Ozzy Osbourne
3616,Voice Of The Beehive
748,Ray Charles
1015,Bro Smith
749,Billy Joel 
750,George Maharis
751,Eddie Money
2035,Romeo Santos
916,Sean Kingston
1980,Steel Breeze
897,Ne-Yo
2109,Da Brat
3794,Cher Lloyd 
4818,2 Of Clubs
756,JoJo 
757,King Floyd
760,Groove Theory
1044,The Main Ingredient
2805,Philly Devotions
2901,Shana
1462,The Raiders 
765,Betty Wright
3809,Jeanne Black
766,Buzz Clifford
1611,Evan And Jaron
958,Emeli Sande
4252,The Skyliners
3117,The Tuesdays
1881,Ruth Brown
1144,August Alsina 
767,Gordon Lightfoot
1989,Jerrod Niemann
1644,Mariah Carey 
774,Mickey 
785,The Rondels
852,Marty Robbins
2930,Burt Bacharach
3881,StaySolidRocky
4887,Marty Balin
777,Crofts
5003,Eric Turner
1161,Jigsaw
2741,Edgar Winter's White Trash
779,Jody Miller
787,Take That
2030,Machine Gun Kelly
792,Aerosmith
3945,Carl Perkins
3636,Technotronic 
788,AC/DC
3074,Sonique
790,Genya Ravan
2009,Johnny Cymbal
794,Prince Royce 
4535,Pickettywitch
1019,Travie McCoy 
2162,Pat Green
1572,Al Casey Combo
797,Pretenders
798,Mike Jones
1966,Ronnie Hawkins
801,Danny 
3914,The Mar-Keys
1332,Mike Shorey 
1753,Nat King Cole
803,Digital Farm Animals
805,Louis Tomlinson 
4803,The Megatrons
1745,Rappin' Noyd
2871,The Blue-Belles
3365,Ray Sharpe
1090,Davie Allan And The Arrows
807,DeJ Loaf 
3450,Saigon Kick
1738,Johnny Sea
810,Debbie Harry
3090,The Fontane Sisters
811,Cardi B
2912,The Tamerlanes
1290,Skyy
984,Goo Goo Dolls
819,Kid Ink 
3306,The Sweet Inspirations
5033,Silver Condor
2747,New Colony Six
4868,TQ
820,Lil Baby
4671,T.P.E.
1784,Pratt 
1918,Nivea 
939,Carole King
2745,The Chanters
3927,Roxanne
823,Ray Parker Jr.
826,Shyne 
1287,The Escape Club
4521,Toby Love 
1254,Chuck Brown 
3501,Janet 
828,Fuel
1268,Bert Kaempfert And His Orchestra
3237,Dua Lipa 
829,Willie Mitchell
903,First Class
1021,Destiny's Child
5052,Rex Smith
1109,Chet Atkins
832,Harold Melvin And The Blue Notes
833,Khalid
2435,The Swinging Blue Jeans
1147,Mystikal
2218,Jim Photoglo
835,George LaMond
1815,The Inmates
836,Freedy Johnston
908,Patty Smyth
2328,Ying Yang Twins
842,B2K 
845,Ying Yang Twins 
847,The Astronauts
848,Travi$ Scott
3115,Five
3305,Glen Campbell 
849,Gerry Rafferty
850,The Marketts
896,Ingrid Michaelson
2345,Amel Larrieux
3400,Dizzee Rascal
856,Jermaine Dupri 
858,Freda Payne
1560,Les McCann 
860,Juicy J 
2783,Rockell
3942,Do Or Die (
1329,Laurnea
862,Witch Queen
2008,Playaz Circle 
4292,Driicky Graham
2078,Doris Day
865,Sia 
2421,Billy Strange
1541,Jimmy James 
866,David Guetta 
3999,Morray
5041,Cold Blood
867,Quiet Riot
870,Skrillex 
872,Duck Sauce
2508,Cheyenne Kimball
873,Robert Parker
874,Duncan Sheik
1985,Bryce Vine
3224,Trouble
2000,Don Shirley
4121,Darude
3241,Exile
1476,MKTO
1023,Paper Lace
1354,Mandy Moore
3579,Al Stewart
875,Depeche Mode
877,Cardi B 
3803,Dorothy Combs Morrison
1030,New Order
878,Avenged Sevenfold
880,Neal Hefti
881,Fred Darian
2823,Hot Chelle Rae 
884,Jordin Sparks
886,Ashley Tisdale
2015,The Rinky-Dinks
890,Paris Sisters
892,Jefferson Starship
1908,Jackie DeShannon
1812,Joan Jett
2409,Kierra ""KiKi"" Sheard"
4796,IamSu 
898,Flo Rida 
899,DeJ Loaf
900,William DeVaughn
936,The Gregory Brothers 
901,2nd II None
1467,Neil Young 
904,Roger Smith
906,Wiz Khalifa
2899,The Exciters
2570,Linkin Park 
910,Brett Eldredge
911,Starship
2695,Kim Sozzi
914,Lee DeWyze
1216,Mr. Mister
3522,Steve Harley And Cockney Rebel
917,MDMA
981,Tina Turner
920,Diamond Rio
2005,Beats International
4939,David Laflamme
3957,Jermaine ""JD"" Dupri"
921,Benny Benassi
927,Christina Aguilera 
3744,Metro Boomin
928,Anuel AA
929,6ix9ine 
2274,Carl Anderson 
2179,Bruno Mars 
4623,Lord Huron
2013,Chong 
940,The Playmates
4363,Suga T)
1878,Simpson
3008,MeShell Ndegeocello
941,Carrie Underwood
1036,Newcity Rockers
943,Freddy Fender
4518,Prince Buster
1683,The Alan Parsons Project
1471,The Guess Who
980,Lil Xan
5015,Sadiyyah
947,Victoria Justice
3581,Johnny Gibson
1717,Mystikal 
948,Victorious Cast 
4067,Juvenile
1394,Post Malone
2244,RAab
951,Dan Fogelberg
1785,Stampeders
954,Nicky Jam 
1102,Brando
1011,Peter Gabriel
957,Lil Jon 
977,Johnny Lee
959,Labrinth 
3461,Angel City 
962,Sophia Grace
964,Gavin DeGraw
1655,Living Colour
993,Jay-Z
968,Peter Cetera
3627,Bob Dylan/The Band
970,Russ 
3272,Ben Folds
4043,David Ball
1298,Kodak Black
971,YEBBA
4392,Crawler
979,Evelyn King
982,Funkadelic
2240,Jerry Butler
987,Alice Deejay
1939,Sampha
2993,Dorrough
989,Adam Lambert
4196,Dee Dee Warwick
990,Terry Dexter
1682,All Time Low
1348,twenty one pilots
991,Joe Hinton
2393,Them
2375,5 Seconds Of Summer
4845,Artists For Haiti
1162,Dead Or Alive
2744,Nu Shooz
999,LeAnn Rimes
1000,Alphaville
2096,Billy Swan
1002,Robert Plant
2032,The Cult
2987,Gene
1004,Big Time Rush
3061,The Lemonheads
1006,Barbara 
2344,Kut Klose)
1241,"Faith Evans 
1016,John Mayer
1017,Ambrosia
1485,Timbaland 
3238,Pink Lady
1465,Johnny Crawford
1018,Lloyd Price
1927,Jon B
1022,LunchMoney Lewis
3198,Nate Ruess
2549,Lorraine Ellison
1923,Silk
2264,South Shore Commission
1024,Neal McCoy
4483,Pete Rock 
1025,The Trashmen
4904,Thomas Rhett
3007,Patti LaBelle
1026,The Raiders
1555,The Cars
1027,Amanda Marshall
1028,Melanie
1662,Tony Orlando 
1029,FRENTE!
2773,Enya 
2996,Kitty Kallen
4715,Lee Allen And His Band
1167,Sara Bareilles
1031,Olivia
1032,The Isley Brothers
3235,Ava Max
1033,Ram Jam
1034,Gino Vannelli
1508,Dixie Chicks
1598,New Kids On The Block
1035,Led Zeppelin
3665,Liquid Gold
1390,Ted Nugent
1038,Goodie Mob 
1691,Sly 
4563,Adam Sandler
4397,Kevin K-MAC McCall
1040,Santana
4968,Randy 
1042,Deep Purple
1840,Hank Ballard
1043,Lowell Fulsom
4768,The Vapors
2301,Phoebe Snow
1045,Tra-Knox
1047,The Kinshasa Band
3938,Hank Locklin
2514,Samantha Cole
1884,Sixpence None The Richer
1486,Alabama
1049,BTS
2873,The Vejtables
1751,Maren Morris 
1050,Alannah Myles
2831,The People's Choice
1051,Mista
1054,The Jacksons
3656,Marvin Gaye
4935,Devo
2156,Nick Cannon 
1055,Eydie Gorme
1056,John Parr
3276,Wednesday
4486,Illenium 
1057,Jamie Foxx 
2905,Lara Fabian
1308,Dru Down
1058,John Newman
3786,Sinead O'Connor
1059,Calvin Harris 
3557,Switchfoot
2102,Buddy Miles
3040,John Schneider
3277,Mar-Keys
4716,Lords Of The Underground
1060,Rae Sremmurd
1168,The Ritchie Family
1062,Linkin Park
1064,A Boogie Wit da Hoodie
1900,Commander Cody
1386,Sounds Orchestral
3343,The Castaways
4006,The Marmalade
1066,Robert Knight
1068,Manfred Mann's Earth Band
3165,Johnny Horton
2891,Warren G 
1069,Bill Doggett
1071,The Sweet
2877,Buddy Knox
1073,Dua Lipa
3172,Apollo 
3928,The Game
1074,JC Chasez
4476,Kym Sims
1075,Ke$ha
1076,Eiffel 65
1077,Don Gibson
1078,Jim Edward Brown
2348,Too Short Feat. Parliament Funkadelic
1797,Kelsea Ballerini
1080,David Gilmour
1328,Anthony Hamilton
1640,September
3738,The Rose Garden
4329,Jon B. 
1950,Linear
1081,Orgy
1108,Little Joey And The Flips
2958,Jimmy Hall
3298,Drama
1113,Bad Bunny
1082,Van Morrison
1083,The Marcels
1084,Foreigner
1086,The White Stripes
1087,Russell Dickerson
1088,Bill Black's Combo
1809,The Fifth Estate
5016,J-Kwon 
4249,Tim Hardin
1395,Travis Scott 
1089,The Brothers Four
1502,Pied Piper
1091,Ace Cannon
3919,Charlie Dore
1093,Bobby Shmurda
3087,Monie Love 
1096,Amy Winehouse
2093,Ray J
1098,Alicia Bridges
2337,Lee Dorsey
1099,Tinashe
1101,The Deele
3088,Jimmy Velvet
3991,Young Jeezy 
1103,Loud Luxury 
2673,Dylan Scott
1536,Ritchie Valens
1104,Jonathan Groff
1112,Jarreau
3207,Get Wet
1438,Jason Derulo
1115,Paul Lekakis
1120,Jazzy Jeff 
3433,John Denver 
3742,Marilyn Martin
1122,Scritti Politti 
1436,Sammy Johns
4130,Eagle-Eye Cherry
1123,The Killers
1125,Blac Youngsta
2661,Joe Turner
1127,Dave
3157,Michael Nesmith 
1131,Patrick Hernandez
1615,Daisy Dee
1134,Poni-Tails
4370,GS Boyz
1363,Jay 
3704,Breland
2316,Roy Head
1135,Doja Cat
1137,The Rumblers
1139,Kelis 
4312,Dirt McGirt
1140,Augustana
4007,Dragon
1879,Ashford 
1249,Erica Banks
1286,Migos
1953,Don Gardner And Dee Dee Ford
1141,Taylor Swift
2750,The Magnificent Men
1142,Stone Sour
2799,Carrie
2190,Paul and Paula
1145,Curren$Y 
1307,Natural Four
1901,Prism
1149,Mike Posner 
1150,Funkdoobiest
1152,Halsey
1275,Poco
3395,Anything Box
1155,Pleasure P
1158,Blake Shelton 
3154,The Archies
1159,Mario
4039,G-Unit
1163,Ben Rector
1164,Looking Glass
3892,Twennynine 
1165,Scott English
3206,Doris Troy
1169,Lil' KeKe
1171,Burton Cummings
1850,Heather B.
1173,Spectacular! Cast
3423,Fat Man Scoop
1174,Matthew Wilder
3404,Framing Hanley
3136,Major Harris
1177,Old Dominion
2255,Neil Young
1179,Sean Garrett
4556,The Secrets
1180,Mario 
2271,Rebecca Black
3179,Zayion McCall
3667,Titiyo
3212,Wilbert Harrison
1282,David Lee Roth
1181,Busta Rhymes
1499,David Gates
1888,Gary Puckett And The Union Gap
1182,The Delfonics
4530,B.B. King
1184,Boz Scaggs
3652,Heartsfield
1185,Fu-Schnickens
3260,Bryce Vine 
1186,Tom Petty And The Heartbreakers
1188,Balance
1189,Jivin' Gene And The Jokers
2120,Velvet Revolver
4339,Rodney
1190,Lenny Welch
1191,The Happenings
2623,Blu Cantrell
2047,Serj Tankian
1956,The Bermudas
1192,Anna Nalick
2028,Keith Barbour
3896,Jeff Beck 
1561,Yellow Magic Orchestra
3372,Ozo
1194,P. Diddy
1223,Orpheus
2697,Jennifer Love Hewitt
1196,Blu Cantrell 
1198,The Corrs
1886,Peter Yarrow
1199,George Benson
1200,The Cupids
1482,Cleopatra
2305,Arnie
1201,Michel Legrand
1203,Olu Dara
3397,Jim Capaldi
1206,The Dells
1899,En Vogue
1207,B.J. Thomas
1209,Boy Meets Girl
1711,Marshall Hain
1210,Grayson Hugh
1281,Robin Trower
1211,Travis Porter
3555,Reik 
1213,SZA
3504,Muse
4369,Underworld
1306,Karyn White
1214,The Fiestas
3076,Madness
4110,Me Phi Me
1221,Stories
2486,Jesse Belvin
1222,NEEDTOBREATHE 
1225,Train 
5001,Kid Ink
1226,Roll Double Bubble
1227,Rock 
2228,Bobbi Martin
1228,Ronny And The Daytonas
1230,George Ezra
4101,En Vogue 
1231,Bella Poarch
1232,Vince Gill
2933,Restless Heart
1235,LaVern Baker
1236,The Stingers
3546,Ronnie Hawkins and The Hawks
1239,Bad Company
1240,Missy ""Misdemeanor"" Elliott"
3829,WALK THE MOON
1244,Cam
3884,Pharrell
1947,Peoples
1245,Noyd
2977,Right Said Fred
1246,Vita 
3371,Brian Auger 
1941,Roman Holliday
3576,Louise Tucker
1248,Usher
2521,Bob And Earl
3912,Porno For Pyros
1930,TJR
1252,Jazmine Sullivan
3342,Hadouken!
1906,Daya
2072,Yavahn
1255,Jerry Naylor
4195,The Lettermen
1256,J.J. Jackson
2979,Hank Snow
2483,Kreayshawn
4606,The Nightcrawlers
1681,YoungBloodZ 
3057,Dan Hartman
1257,Ketty Lester
1547,Ronald Isley)
2834,Icona Pop 
2112,Hikaru Utada 
1258,The First Edition
1259,Lil Pump
2945,Christopher Williams
5045,Cameo
1919,Kent Jones
1262,Paul Carrack
1948,Yarbrough 
2089,Spider
1264,Runaway June
2846,The Original
3659,The James Gang
1266,Red Hot Chili Peppers
1267,Sade
1270,John Cafferty 
1276,Plastic Bertrand
3051,Mista Grimm
1913,Patrick Simmons
1480,Jan 
1302,Billy Joe Royal
3589,Fabulous Poodles
1278,99 Percent
2269,Lil Louis
2868,Joe
1658,Seven Mary Three
3096,Jimmy Buffett
1279,Natasja
4678,The Capris
1949,The Tokens
3490,Eye To Eye
1283,Joe Jones
3219,Lazy Racer
4582,Ylvis
1289,Le Click
1291,Tweet
1292,Starley
2019,Frost
1483,Gorillaz
1961,Dave 
1293,Bebe Rexha
1294,Tainy
3071,The Aces
1295,Bad Bunny 
1296,John D. Loudermilk
1297,Electric Light Orchestra
1299,Eminem
3592,Belle Epoque
1779,Les Crane
1758,"The ""5"" Royales"
3799,Cuban Link
1300,Busta Rhymes 
1303,Tyrone Davis
2197,Craig Mack
4315,Marc E. Bassy
1338,Pentatonix
4861,Photoglo
1304,Lee Michaels
1351,Bonnie Guitar
3095,Jake Paul 
1309,Graham Central Station
3642,Gillette
4108,Spencer 
1310,Maureen McGovern
1313,Carl Thomas
1314,The Williams Brothers
1315,Fabolous 
3943,Nappy Roots 
4019,Jesus Jones
1316,REO Speedwagon
1570,Big Brother And The Holding Company
4469,Mad Lion
1317,Taylor Dayne
1318,Winger
1322,Kano
1324,Ray Dalton
2418,His Orch.
2754,Pages
2838,Donna Lewis
1325,Ryan Lewis 
3319,Lee
1733,The Blenders
1326,Macklemore 
4748,Fancy
1327,50 Cent
1331,Lil' Mo
1333,Chuck Jackson 
2496,SupaSTAAR
1981,Will To Power
1335,K. Michelle
1336,Rihanna
2468,LANCO
1339,Rockets
1544,France Joli
1340,Barry Manilow
1341,Becky G
1343,Justin Timberlake
1344,Juice Newton
2589,Richie Havens
2370,Snow
4956,Larsen-Feiten Band
1345,Teddy Pendergrass
1349,Dawn
2366,Snoop Doggy Dogg
1352,New Edition
1359,Emily Warren
2127,LeBlanc 
3995,Charice 
1360,Frenship 
1983,Diana DeGarmo
3719,The Roc Project 
1362,The Americans
1775,Friend
1364,Blue
1366,Santo 
1574,Jane Wiedlin
3375,James Gilreath
1384,Ca$h Out
1368,Billy Ocean
4914,Pia Zadora
2399,Lorrie Morgan
3901,The Checkmates
1369,Mitchell Torok
1372,Europe
3177,Mtume
1373,Dr. Hook And The Medicine Show
1374,Kansas
3953,Jim Jones 
1375,fun.
1377,L'Trimm
1379,Levert
4017,Merrilee Rush
1382,DaBaby
3247,Keith Washington
1385,Ruby Andrews
1792,Shirley Bassey
1389,Rej3ctz
3824,Kevin Lamb
1391,Harry Chapin
1393,D.C. LaRue
1551,Friends/Eric Clapton
1396,DJ Khaled 
1397,Goodie Mob
2563,Robin George
1398,John Fogerty
4897,Janet
1399,Rebbie Jackson
1400,Boots Brown And His Blockbusters
1667,O.T. Genasis 
1403,The Cookies
3152,Black Oak Arkansas
1404,Tina Arena
1406,Frank Ocean
1407,Ruben Studdard
2649,Argent
2688,Faster Pussycat
1408,Van Mccoy
2675,Swae Lee
1796,Alicia Keys 
1459,Choppa 
1409,Crispian St. Peters
1410,Maluma
2230,Jordan Hill
2470,Andre 3000
3763,Mr. Woods
1412,The Dixie Cups
4075,Steve Forbert
2740,Steve 
1413,Henry Mancini And His Orchestra
1415,Charlie Wilson
1575,Sparks 
4509,Warren Hill
1416,Tim Moore
1417,Morgan Wallen
1418,Hilary Duff
2522,NAS 
1722,Sil Austin
2786,Band (Ohio Untouchables)
1419,Orch.
1421,Floyd Cramer
3520,Noah Cyrus 
3113,The Weather Girls
3187,Larry Groce
1422,Tuxedo Junction
1423,Freddy Cannon
4302,Phajja
1424,The Product
2541,Buffy Sainte-Marie
4142,Dennis Coffey 
1427,The Impressions
1429,Potliquor
2795,Instant Funk
3777,PARTYNEXTDOOR
1484,Magoo
1430,Ghostface Killah
1433,Jerry Murad's Harmonicats
3257,Azul Azul
3982,David Pack
1437,Ohio Express
3611,DMX 
1604,Michelle Visage
1439,Graham Nash
1565,Jussie Smollett
2807,Gary Puckett
1440,Zac Brown Band
4433,Celi Bee 
1441,Becky G.
1442,j-hope 
1443,Clinton Kane
1973,RKM 
1466,Crazy Horse
2223,Etta James
1446,Billy Thorpe
4323,Little Sister
1447,Robert Miles
3871,David Blue
1800,The Hullaballoos
1448,Spooks
1451,Red Rockers
1712,After The Fire
3048,Lil' Boosie
4022,Ultravox
1452,The MG's
1453,Booker T. 
1456,Emblem3
1875,Ink
1457,The Box Tops
1573,The Capitols
1458,Master P
2256,Lil Skies
2022,Wade Flemons
1460,Roxette
4799,Drupi
1464,Faces
1473,Roman GianArthur
1477,Bus Boys
3353,Fuse ODG
2343,Big Mountain
1481,Spin Doctors
4885,Everlast
1487,The Cure
1490,Peaches 
2155,B2K
1491,Surface
1493,BoDeans
1495,Remedy
4491,The Sunglows
1497,Gym Class Heroes
1498,Mongo Santamaria
1500,Zach Sobiech
3739,The Salsoul Orchestra
1504,Audioslave
1505,Mr. President
1506,O.T. Genasis
4941,The Drifters 
1507,Gorilla Zoe
1510,MC Lyte
1512,Howie Day
4448,Jerry Lee Lewis
1513,The Winstons
3887,Perez Prado And His Orchestra
4177,Mary Mary
2457,DAY26
4273,Funky Kings
1844,Ramones
1514,Danny Holien
2779,Idina Menzel
1517,Jodeci
2515,The Diamonds
1719,Loverboy
1518,Damn Yankees
2685,Night
1519,The Zodiacs
1520,Maurice Williams 
1871,Paul Kelly
2550,Holly Knight
2763,August Alsina
1522,Keith Sweat 
3828,Julie
