AlbumID,Name
5791,What If Nothing
4874,Let's Think About Living - The Best Of Bob Luman
1627,Chasing the Sun
3993,You Can Have Her
3011,Made in the Usa Collection
1868,Town Line
1628,A Lot About Livin' (And A Little 'Bout Love)
5868,Fame (Original Motion Picture Soundtrack)
1630,The Essential Floyd Cramer
5376,Mistress
3709,When The Wrong One Loves You Right
1631,Swing & Jive: You Can Dance
3406,Younger Than Yesterday
5886,Swoon
3028,Love-Itis
1635,Check Out Your Mind!
2759,Wildfire
1636,Barter 6
2273,Bill Black's Combo
6785,Off The Wall - Ten Years of Wall of Sound
2793,Daydreaming
1637,Me 4 U
1638,Levee Blues
6596,Sleepwalker
1644,Cherry Pie
6885,Super Mann
6132,The Sound Of Sexy Soul
4535,Dex Meets Dexter
1779,The Complete Twinight Singles
1645,Ballroom Moments
1646,Fine Line
5880,G-Unit Radio 10: 2050 Before The Massacre
1709,Turn It Upside Down
5364,Tight Rope
4043,Diary of a Sinner: 1st Entry
1652,Songs For Beginners
4745,Six Pack: Maná - EP
1654,Chicken Noodle Soup (feat. Becky G)
1656,{'album_type': 'single'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7okSU80WTrn4LXlyXYbX3P'}| 'href': 'https://api.spotify.com/v1/artists/7okSU80WTrn4LXlyXYbX3P'| 'id': '7okSU80WTrn4LXlyXYbX3P'| 'name': 'Clinton Kane'| 'type': 'artist'| 'uri': 'spotify:artist:7okSU80WTrn4LXlyXYbX3P'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CW'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/72gGqv8n64gwUBY10SPI3N'}| 'href': 'https://api.spotify.com/v1/albums/72gGqv8n64gwUBY10SPI3N'| 'id': '72gGqv8n64gwUBY10SPI3N'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b27386ba1eb90dd173386f7b74d8'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e0286ba1eb90dd173386f7b74d8'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d0000485186ba1eb90dd173386f7b74d8'| 'width': 64}]| 'name': 'CHICKEN TENDIES'| 'release_date': '2021-02-19'| 'release_date_precision': 'day'| 'total_tracks': 3| 'type': 'album'| 'uri': 'spotify:album:72gGqv8n64gwUBY10SPI3N'}
5699,Sweeter
1657,Mista Don't Play: Everythangs Workin'
1658,And The Feeling's Good
2357,Top 100 Hits Of Today!
7976,{'album_type': 'single'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/45dkTj5sMRSjrmBSBeiHym'}| 'href': 'https://api.spotify.com/v1/artists/45dkTj5sMRSjrmBSBeiHym'| 'id': '45dkTj5sMRSjrmBSBeiHym'| 'name': 'Tate McRae'| 'type': 'artist'| 'uri': 'spotify:artist:45dkTj5sMRSjrmBSBeiHym'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CW'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/1RWiRfdNZKDe8VXzzf2VEc'}| 'href': 'https://api.spotify.com/v1/albums/1RWiRfdNZKDe8VXzzf2VEc'| 'id': '1RWiRfdNZKDe8VXzzf2VEc'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e020c2c97099fd6a637ed0aa4a4'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d000048510c2c97099fd6a637ed0aa4a4'| 'width': 64}]| 'name': 'you broke me first'| 'release_date': '2020-04-17'| 'release_date_precision': 'day'| 'total_tracks': 1| 'type': 'album'| 'uri': 'spotify:album:1RWiRfdNZKDe8VXzzf2VEc'}
5403,Daydreamin'
1659,Kiss Sweeter Than Wine
1661,Children Of The Sun...Revisited
3208,Jeannie
1662,Dance Vault Mixes - Children
1663,Chill Bill (feat. J. Davi$ & Spooks)
1666,Good As Gold
7120,Gettin' Smooth With It
2021,Dancing in the Moonlight
2772,No More Jinx
1668,Discomania: Hits Dance 7-8
1671,Nothing To Lose (Deluxe Version)
3300,Playlist: The Best Of the Reprise Years
1673,Rock & Roll Music to the World
1912,Rit/2
3317,Back Up Train
1674,Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack
1676,Choppa Style
2239,Bad Reputation (Expanded Edition)
1677,Chorus
1678,Caroling at Christmas
1684,Storyteller
1687,The Essential Marty Robbins 1951-1982
5494,B.A.R.S. The Barry Adrian Reese Story
5135,Brett Eldredge
1688,{'album_type': 'album'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I'}| 'href': 'https://api.spotify.com/v1/artists/31W5EY0aAly4Qieq6OFu6I'| 'id': '31W5EY0aAly4Qieq6OFu6I'| 'name': 'A Boogie Wit da Hoodie'| 'type': 'artist'| 'uri': 'spotify:artist:31W5EY0aAly4Qieq6OFu6I'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CW'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/0cZAE6guibfcYmTZD7hiae'}| 'href': 'https://api.spotify.com/v1/albums/0cZAE6guibfcYmTZD7hiae'| 'id': '0cZAE6guibfcYmTZD7hiae'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b2731072a34d8c8d75e9b2545d8a'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e021072a34d8c8d75e9b2545d8a'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d000048511072a34d8c8d75e9b2545d8a'| 'width': 64}]| 'name': 'Artist 2.0'| 'release_date': '2020-02-14'| 'release_date_precision': 'day'| 'total_tracks': 20| 'type': 'album'| 'uri': 'spotify:album:0cZAE6guibfcYmTZD7hiae'}
4805,Still Caught Up
1690,Firefall
7918,Dancing In The Dragon's Jaws (Deluxe Edition)
1691,Ooh La La
2428,Down With The King
7927,Sensual Soul
6758,Spotlight (feat. Usher)
1692,A Young Man's Fancy
5831,The Essential Journey
3201,BRINGING BACK THE SUNSHINE
1694,The Gentrys
1695,19 Greatest Songs From The 60's
1697,Funkify Your Life: The Meters Anthology
1700,Let's Be Us Again
2050,Ace's Golden Age of American Hits Vol 1
1746,Foreigner (Expanded)
3628,Holy Water
5249,Greatest Songs
1703,MKTO
1706,If You're Going Through Hell
1718,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection
2811,Represent
6030,Take No Prisoners
1719,Life Is A Song Worth Singing (Expanded Edition)
2695,The Black Parade
1722,Back to the Factory
1725,2nd Wave (Expanded Edition)
1726,Indigo Girls (Expanded Edition)
2900,Secret Messages
1727,Music From Party of Five
5610,The Nightfly
1729,Closer
2638,The Makings Of Me
4044,Carnival Ride
1732,Mongo Santamaria's Greatest Hits
3359,Jane in Spain
5917,Say You Will
1733,First
5817,Magic Hollow
2921,Barbra Streisand's Greatest Hits
1734,Clouds
1739,Cocktails
1740,We See The Same Sun
7872,Five Special
2019,Dancing Crazy
3841,Super Slow Jams Vol. 2 (Live)
1741,Nilsson Schmilsson
3289,Grass Ain't Greener
5189,Here and Now (Audio Only Version)
1742,CoCo
6703,The Best of D Train
3724,Gorilla
7675,I Thought I Was An Alien
1743,Project Baby 2: All Grown Up (Deluxe Edition)
3081,Chris Brown (Expanded Edition)
1744,Coffee Shop (feat. Gorilla Zoe)
2264,17 Most Requested Songs
7699,Welcome To Our World
1745,Coffee (F***ing)
1747,"{'album_type': 'album'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/718COspgdWOnwOFpJHRZHS'}| 'href': 'https://api.spotify.com/v1/artists/718COspgdWOnwOFpJHRZHS'| 'id': '718COspgdWOnwOFpJHRZHS'| 'name': 'Luke Combs'| 'type': 'artist'| 'uri': 'spotify:artist:718COspgdWOnwOFpJHRZHS'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CW'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/25TJxI6ZH6XjT8geRQAFz5'}| 'href': 'https://api.spotify.com/v1/albums/25TJxI6ZH6XjT8geRQAFz5'| 'id': '25TJxI6ZH6XjT8geRQAFz5'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b273433fa8ed8901569b606a715e'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e02433fa8ed8901569b606a715e'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d00004851433fa8ed8901569b606a715e'| 'width': 64}]| 'name': ""What You See Ain't Always What You Get (Deluxe Edition)""| 'release_date': '2020-10-23'| 'release_date_precision': 'day'| 'total_tracks': 23| 'type': 'album'| 'uri': 'spotify:album:25TJxI6ZH6XjT8geRQAFz5'}"
6094,Summertime Dream
5011,Soft Summer
1749,The Wanderer
2066,Days of Wine and Roses: 16 Easy-Listening Melodies
1750,Bad As I Wanna B
2275,Oral Fixatio
1752,Pick It Wilson
5680,Room For Squares
2764,The Love Movement
1753,Stop All The World Now
1755,The Tumbleweed Records Story 1971 - 1973
3423,Sensational
1760,The Best of Keith Sweat: Make You Sweat
3428,Needles & Pins
1762,PARTYNEXTDOOR 3 (P3)
2946,FRIENDS
6454,One Toke Over The Line: The Best Of Brewer & Shipley
1763,Swing Batta Swing!
1765,Swimming
6853,"The Very Best Of ""The Archies"""
1766,David Cook
1769,G I R L
1771,Come Go With Us
2193,Duets
8066,Run With The Pack (Deluxe)
1772,Come Home
1773,INTRO
3224,A Salute To Garth Brooks
4915,Super Hits: Original Scepter/Wand Pop - Volume 2
2440,Together Forever
5029,Summer Girls Vol. 1: Lost Sunshine Pop Gems of the 1960s
4973,Liv
1775,The Best Of Roy Clark
1780,Collections
1782,Ritchie Valens
7419,Rockin' Back To Tobacco Road
1786,Welcome To The Fishbowl
1788,The Genius Of Ray Charles
1791,The Best Of Major Lance: Everybody Loves A Good Time!
2373,Easy Does It
1793,Sock It to 'Em J.J. - The Soul Years
1794,Press Play
2659,Tomorrow
6682,II
1796,The Great Otis Redding Sings Soul Ballads
2449,Will To Power
3009,Soul Provider
3544,Hey Stoopid
7118,Bobby Vinton's Greatest Hits of Love
1870,Moonshine in the Trunk
1797,Feelin' Groovy
5624,Eye To Eye
1799,Mann Made Hits
4820,The Best Of Dave Mason
1802,Lunatic
1803,Keith Sweat
6708,Longer Fuse
1805,HNDRXX
1806,Comin' Home Baby
5918,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition
1808,Memories
1809,Plays the Blues
1812,See You On the Other Side
2293,Don't Disturb This Groove
6991,Seconds Of Pleasure
1813,Welcome Home
1816,Gold - The Best Of Spandau Ballet
1817,The Power Station
2104,Mental Floss For The Globe / Hollywood Live 1990
1818,Compared to What
4495,KBC Band
1819,The One Thing
1824,Spotlight Series - Blast & Cheer Records Vol. 1
6459,Shake
4497,Silk Degrees
3250,Pop Masters: The Searchers Featuring Mike Pender
1825,Discovery
2751,More Sounds of Washington Square
1826,40 Golden Greats
3906,I Got the Keys (feat. Jay-Z & Future)
4125,Born Too Late
1830,Painting Pictures
1832,Recollection
6008,De Rock 'n Roll Methode 23
4442,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)
1836,Big Brother & The Holding Company
4102,Curtis Stigers
1840,Dance The Cool Jerk
3745,Confessions on a Dance Floor
1841,Cool Night
1843,31 Minutes to Takeoff
5087,Here I Stand
1844,Dance Vault Mixes - Copacabana (At The Copa)
2363,Not A Moment Too Soon
1845,Good Old Rock 'n' Roll Volume 2
1847,Cotton Candy
6251,Ritual Of Love
1854,Whitney The Greatest Hits
1855,Cherish
3692,The House of the Rising Sun / Quasimodo Suite
2545,Emotional
1856,Spinners
1857,Best Of Jennifer Warnes
4300,A New Flame (Expanded)
1858,Barry Manilow I
4031,Len Barry's Greatest Hits - The Original Masters
1860,I Used To Know Her
1869,Good Time
1871,Sweet Baby James
5973,Roxanne
2565,Ultimate Latin Dance Mix - Mixed By Dj Juanito
3393,I Am...
4635,The Soul Album
1959,The Best of Bruce & Terry
1872,Country Strong (Original Motion Picture Soundtrack)
1874,Country Wine (Expanded Edition)
7228,Follow Me...
5855,{'album_type': 'album'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1'}| 'href': 'https://api.spotify.com/v1/artists/5SXuuuRpukkTvsLuUknva1'| 'id': '5SXuuuRpukkTvsLuUknva1'| 'name': 'Baby Keem'| 'type': 'artist'| 'uri': 'spotify:artist:5SXuuuRpukkTvsLuUknva1'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/7Cw4LObzgnVqSlkuIyywtI'}| 'href': 'https://api.spotify.com/v1/albums/7Cw4LObzgnVqSlkuIyywtI'| 'id': '7Cw4LObzgnVqSlkuIyywtI'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b273683757f1fd40a7f7ef64bec1'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e02683757f1fd40a7f7ef64bec1'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d00004851683757f1fd40a7f7ef64bec1'| 'width': 64}]| 'name': 'DIE FOR MY BITCH'| 'release_date': '2019-07-19'| 'release_date_precision': 'day'| 'total_tracks': 14| 'type': 'album'| 'uri': 'spotify:album:7Cw4LObzgnVqSlkuIyywtI'}
2517,Feels Like Home
3559,Passionate Love: Big Gay Valentines AnthemsPassionate Love: Big Gay Anthems
6739,Twelve Inch Claic from the 70
1879,Play On
2319,I Robot (Legacy Edition)
2888,Miracle
1883,A Seat at the Table
7991,You Were on My Mind: British '60s Chart Hits
1884,Louder Than Love
1887,It's Not Over....The Hits So Far
4795,A Momentary Lapse of Reason
1889,Hybrid Theory (Bonus Edition)
6066,Promie
1890,Poverty's Paradise
1895,The Very Best Of Dwight Yoakam
5468,Melodies Of Love
1896,World Full of Trouble
1898,St. Elsewhere
1900,Forever by Your Side (Expanded Version)
2727,Feel the Groove (Remastered)
6096,The Long Versions - Part One
5538,And Now!
1904,Platinum Hits
3037,The Most Beautifullest Thing In This World
4892,The Dream Academy
1910,Their Very Best
6097,Made On Tour
4934,50th Anniversary Album
1913,Get Down Or Lay Down (U.S. Explicit)
1914,Take Care of Business / Constellation Masters 1963-1966
1915,Walk Don't Run
2037,Contact
1917,Crown Of Creation
5141,Stephen Stills
1918,Comedy Is Not Pretty
3975,I Loved Her First
1919,Cruel Summer (Remastered)
6043,The Complete Columbia Singles (1962-1970)
5357,The Colour Of My Love
4682,Kim Wilde
1926,Shame Shame Shame
4491,The Monkees 50
1927,The Best of Me
1928,Cry For You
1932,Hats off to Del Shannon
6770,SPYDER TURNER
2886,Forever Man
1949,Original Hits
1935,Solomon Burke's Greatest Hits
6957,In This Skin (Deluxe Edition)
4717,199 Quad (w/ Bonus Dvd)
1936,Scoundrel Days (Deluxe Edition)
2142,The Best of Bread
1939,Sweet Surrender
4332,Shaken Not Stirred
1942,Go
3996,Best Of The Rockabilly Years
1944,Tommy James And The Shondells: Anthology
3885,Songs Of Faith And Devotion (2006 Remastered Edition)
1953,American Standard
2686,The Boy Who Never
1954,Time For A Change
8026,For The Roses
5477,Nightmares...And Other Tales From The Vinyl Jungle
2136,Let Me Sing And I'm Happy
2600,Chic (2018 Remaster)
3728,How We Do (Party)
1955,The Reggae Collection
2143,The First Time
3673,Kiss Me Kiss Me Kiss Me
1958,Mr. Davis
1960,Love Behind The Melody
5969,Go West Young Man
5482,My Best Days
1970,Take The Heat Off Me
2452,Beach Baby: The Greatest Hits
4569,The Best Of Shelley Fabares
1972,Tattoos & Scars
4633,Just Like Paradise
3510,Touch (Reissue - Deluxe Edition)
1975,All the Hits and More
2983,Futsal Shuffle 2020
1976,PSY 7TH ALBUM
1983,Drankin' Patnaz
1986,Dance Across The Floor
2243,You Could Have It So Much Better
1989,The Arvee Records Collection
2034,Stadium Arcadium
1990,Vocal & Jazz Classics
7673,We Got The Beat (Glee Cast Version)
1994,Dance Monkey (Stripped Back) / Dance Monkey
2083,Dear One: The Old Town Single
2342,Grateful
1998,Part III
8073,Your love is my drug
4963,Bobby Goldsboro
2421,R. Kelly
5137,Greatest Hits '93 - '03
5125,With You
1999,Dance With Me
