AlbumID,Name
576,Ambition
7267,Percy Faith'S Greatest Hits
579,Dock of the Bay Sessions
580,Stand Up
3217,Good Life (with G-Eazy & Kehlani)
1154,Hell Is What You Make It
3720,Busy Body
7779,When I Die
581,Shine
1029,Golden
1150,Anthology: 1995-2010
5753,Karaoke - Modern Rock - Vol. 11
584,The Am-fm Blues (Their Very Best)
3356,Billy Joe Thomas
916,More Greatest Hits
7920,The Wait Is Over
1892,15
2557,Metallica
7792,Many Years Ago: The Complete Robin Lane & The Chartbusters Album Collection
586,American Girl
1848,Sex & Violins
8053,You're the Best Thing that Ever Happened to Me
7433,Runaway
588,American Idiot
589,The Big Revival
1308,All of It
3248,Uncaged
591,So Excited! (Expanded Edition)
2745,Anthology (1974-1985)
3399,Take A Dip
791,R&B: From Doo-Wop To Hip-Hop
592,The Next Best Thing (Music From The Motion Picture)
593,American Ride
2851,Lawyers in Love
8011,Therfu
908,The Gifted
1590,Father Of Asahd
595,There Goes Rhymin' Simon
4510,Goldwax Recordings
667,Any Love
7431,Standing On The Edge
6154,Greatest Bits
4409,Is It Because I'm Black
604,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra
2818,Favorites
3638,Perfect - EP
7708,Memphis Wham!
6260,{'album_type': 'album'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0H39MdGGX6dbnnQPt6NQkZ'}| 'href': 'https://api.spotify.com/v1/artists/0H39MdGGX6dbnnQPt6NQkZ'| 'id': '0H39MdGGX6dbnnQPt6NQkZ'| 'name': 'SAINt JHN'| 'type': 'artist'| 'uri': 'spotify:artist:0H39MdGGX6dbnnQPt6NQkZ'}]| 'available_markets': ['US']| 'external_urls': {'spotify': 'https://open.spotify.com/album/1OmWlObj9gAwNnTNgxBUmz'}| 'href': 'https://api.spotify.com/v1/albums/1OmWlObj9gAwNnTNgxBUmz'| 'id': '1OmWlObj9gAwNnTNgxBUmz'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b273401883269b2ca70bc343a7d0'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e02401883269b2ca70bc343a7d0'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d00004851401883269b2ca70bc343a7d0'| 'width': 64}]| 'name': 'While The World Was Burning'| 'release_date': '2020-11-20'| 'release_date_precision': 'day'| 'total_tracks': 14| 'type': 'album'| 'uri': 'spotify:album:1OmWlObj9gAwNnTNgxBUmz'}
1240,The Essential Cypress Hill
5291,"""Awake"
4728,Janis Joplin: The Woodstock Experience
690,The Very Best Of Ed Ames
3225,Good Stuff
4791,The Definition Of An Ese
1642,The Best of Billy Joe Royal
3743,Seals & Crofts' Greatest Hits
2616,Album (Expanded Edition)
6174,Best of Johnny and the Hurricanes
5441,Latin World Hip Hop Reloaded 1
598,The Legendary Henry Stone Presents: Steve Alaimo- The 50s-The 70s
2300,Young Girl: The Best Of Gary Puckett & The Union Gap
2374,Hey Kandi...
599,Bustin Out
1151,Alannah Myles
601,Nibiru
3811,I Can't Stand the Rain
6426,Set You Free
607,Get On Up And Get Away
5451,The Complete RCA Studio Recordings (1973-1975)
2071,Cosmic Thing
608,Dreamgirls (Music from the Motion Picture
7802,The Best Of The Chi-Sound Years 1978 - 83
609,And I Love Him
612,Voice Of An Angel
3744,Life And Death (And Almost Everything Else).
1325,Meteora (Bonus Edition)
1334,Breathe (U.S. Version)
5912,American Pop / Country Hits
692,Rhinoceros
1173,The Roaring Silence
614,Little Creatures
2002,Far out Psychedelic Pop
1330,Amplified
4058,Class Act (Music From The Motion Picture)
615,This Is The Day
7693,The Click
5934,Hold It!
616,The Heritage / Colossus Story
939,Duncan Sheik
5527,My Own Way To Rock
617,Women and Children First (Remastered)
4208,Three Cheers for Sweet Revenge
1269,The Return of East Atlanta Santa
714,Food & Liquor II: The Great American Rap Album Pt. 1
2734,Chicago VI (Expanded & Remastered)
619,Yo Frankie
620,Angel Baby
2791,First Time
3731,From The Inside
3039,Crunkest Hits
621,Love and Theft
1360,Ten Commandments of Love (Original Recordings)
4879,5th Gear
1009,You've Got a Friend
2609,The Wicked Pickett
4041,Nemesis
1163,Motion
5594,Never Let Me Down (2018 Remaster)
622,Master Hits
3995,Goes To Hell
7369,Regular Gal
6050,Can You Feel It
1023,Top Boy (A Selection of Music Inspired by the Series)
4623,Ray Kennedy (Expanded Edition)
4594,Juicy
1532,Walk This Way
627,Shelby Flin
4063,The Best Of Bow Wow Wow
1018,Hughes/Thrall
3656,In the Juju Underworld
5390,Like Mann
4836,Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version)
708,{'album_type': 'album'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ'}| 'href': 'https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ'| 'id': '2hlmm7s2ICUX0LVIhVFlZQ'| 'name': 'Gunna'| 'type': 'artist'| 'uri': 'spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CW'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/0gA0nZrZ55PLUp7ARfrICu'}| 'href': 'https://api.spotify.com/v1/albums/0gA0nZrZ55PLUp7ARfrICu'| 'id': '0gA0nZrZ55PLUp7ARfrICu'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b273d7547a7624116ac5f8a51fd2'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e02d7547a7624116ac5f8a51fd2'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d00004851d7547a7624116ac5f8a51fd2'| 'width': 64}]| 'name': 'WUNNA'| 'release_date': '2020-05-22'| 'release_date_precision': 'day'| 'total_tracks': 18| 'type': 'album'| 'uri': 'spotify:album:0gA0nZrZ55PLUp7ARfrICu'}
3866,Black Rain (Expanded Edition)
2943,Return Of The Rentals
6877,Jonathan Edwards
4629,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"
1152,Best of the Doobies
3609,Tara Kemp
6248,Rollin (feat. Future & Khalid)
4370,Light and Heavy/The Best of...
1411,The Essential Dolly Parton
1161,{'album_type': 'album'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3FfvYsEGaIb52QPXhg4DcH'}| 'href': 'https://api.spotify.com/v1/artists/3FfvYsEGaIb52QPXhg4DcH'| 'id': '3FfvYsEGaIb52QPXhg4DcH'| 'name': 'Jason Aldean'| 'type': 'artist'| 'uri': 'spotify:artist:3FfvYsEGaIb52QPXhg4DcH'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CW'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/2f0DzdU6QbWtZqSlN7s1s5'}| 'href': 'https://api.spotify.com/v1/albums/2f0DzdU6QbWtZqSlN7s1s5'| 'id': '2f0DzdU6QbWtZqSlN7s1s5'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b273472f53f91497f83012d15b84'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e02472f53f91497f83012d15b84'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d00004851472f53f91497f83012d15b84'| 'width': 64}]| 'name': '9'| 'release_date': '2019-11-22'| 'release_date_precision': 'day'| 'total_tracks': 16| 'type': 'album'| 'uri': 'spotify:album:2f0DzdU6QbWtZqSlN7s1s5'}
628,Tommy Tutone
1236,KC and the Sunshine Band
634,Tammy Cochran
985,Lasers
5440,The Garden
1072,I Remember Red - My Tribute To Red Foley
635,Christmas From The Heart
2262,The Best of Donnie Brooks
5013,Long Lonesome Highway
1187,{'album_type': 'album'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}| 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX'| 'id': '3Nrfpe0tUJi4K4DXYWgMUX'| 'name': 'BTS'| 'type': 'artist'| 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/2qehskW9lYGWfYb0xPZkrS'}| 'href': 'https://api.spotify.com/v1/albums/2qehskW9lYGWfYb0xPZkrS'| 'id': '2qehskW9lYGWfYb0xPZkrS'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b2733deb4b0115410a85afe31c29'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e023deb4b0115410a85afe31c29'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d000048513deb4b0115410a85afe31c29'| 'width': 64}]| 'name': 'BE'| 'release_date': '2020-11-20'| 'release_date_precision': 'day'| 'total_tracks': 8| 'type': 'album'| 'uri': 'spotify:album:2qehskW9lYGWfYb0xPZkrS'}
7305,Candle In The Wind
7235,Beatin' The Odds
6889,Supernature (instrumental)
637,One-X
4634,Sings Just One Look And Other Memorable Selections
638,Twelve Dreams Of Dr. Sardonicus
3495,Sunshine & Whiskey
640,All the Right Reasons (Special Edition)
644,Back Home Again
2570,It Ain't Me Babe
6575,Johnny Horton - 16 Biggest Hits
5640,No Charge
5446,Every Teardrop Is a Waterfall
723,Exposé
7583,Realer
645,Goldisc Records From The Vault Vol. 4
2246,Together
3612,Ambrosia
646,...But Seriously (Deluxe Edition)
3352,I'm Breathless
1387,LIVING THINGS
3433,Head Above Water
2085,Death of a Bachelor
6955,More Songs About Buildings and Food (Deluxe Version)
1219,Ciara
647,The Essential Fifth Dimension
649,Another Minute
3498,Buddy Jewell
7598,3
1748,Fly
2077,Answers to Nothing (Deluxe Version)
651,Another Night
2529,EL BAÑO (feat. Bad Bunny)
652,Another One Bites The Dust (Glee Cast Version)
654,Another Postcard (Chimps)
1037,Best Friend
3001,Barrio Fino (Bonus Track Version)
4074,In Color
986,B'Day Deluxe Edition
3895,I Get The Sweetest Feeling
656,Another Round (feat. Chris Brown) - Single
7852,Zebra
1716,A Rush of Blood to the Head
669,Departure
2723,One
657,Toni Braxton
6936,Title Of Record
1499,Trey Day
7686,She's Got Everything
3429,The Best Of Jane Olivor
6640,{'album_type': 'single'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J'}| 'href': 'https://api.spotify.com/v1/artists/2tIP7SsRs7vjIcLrU85W8J'| 'id': '2tIP7SsRs7vjIcLrU85W8J'| 'name': 'The Kid LAROI'| 'type': 'artist'| 'uri': 'spotify:artist:2tIP7SsRs7vjIcLrU85W8J'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AU'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CW'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/5fyH2H1o23bLNIxGu9JcMq'}| 'href': 'https://api.spotify.com/v1/albums/5fyH2H1o23bLNIxGu9JcMq'| 'id': '5fyH2H1o23bLNIxGu9JcMq'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b273e59aad3262c3ca9107ca5c2f'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e02e59aad3262c3ca9107ca5c2f'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d00004851e59aad3262c3ca9107ca5c2f'| 'width': 64}]| 'name': 'SO DONE'| 'release_date': '2020-10-23'| 'release_date_precision': 'day'| 'total_tracks': 1| 'type': 'album'| 'uri': 'spotify:album:5fyH2H1o23bLNIxGu9JcMq'}
822,G
2163,Us (Remastered Version)
2573,Even The Bad Times Are Good
658,Dance Vault Mixes - Another Sleepless Night
659,Asylum (Deluxe Edition)
3438,Trapt
6671,Greatest Hits Vol. 1
4967,Hemingway's Whiskey
3400,The Essential Bobby Bare
660,As I Am (Expanded Edition)
7858,Life Story
2343,Spys
3021,Dutty Rock
5974,a girl a bottle a boat
4281,Ain't Nothin' Like Me
662,Parade - Music from the Motion Picture Under the Cherry Moon
1434,Plastic Bertrand
665,No.6 Collaborations Project
3894,Live From Austi
874,Good Guys Only Win in the Movies
7758,Clay Walker
1546,Blue Sigles Collectio
2165,Light Grenades
666,Anthology
668,Out of Sight
4056,The Originals - Classic Hits from the 50's & 60's
7750,Pink Boots & Lipstick 9 (Rare Glam & Bubblegum from the 70s)
4660,Paul Davis (Expanded Edition)
1693,Everybody Knows This Is Nowhere
671,Hear No Evil
2516,Angel Dust (Deluxe Edition)
1407,It's Dance Time
673,Fox Searchlight Pictures: 20th Anniversary Album
936,Quack
8027,Do Me Right/You Want It You Got It
1133,The Very Best Of Ram Jam
1597,Eaten Alive (Expanded Edition)
1435,The Beat Of The Brass
735,{'album_type': 'single'| 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uU7g3DNSbsu0QjSEqZtEd'}| 'href': 'https://api.spotify.com/v1/artists/1uU7g3DNSbsu0QjSEqZtEd'| 'id': '1uU7g3DNSbsu0QjSEqZtEd'| 'name': 'Masked Wolf'| 'type': 'artist'| 'uri': 'spotify:artist:1uU7g3DNSbsu0QjSEqZtEd'}]| 'available_markets': ['AD'| 'AE'| 'AG'| 'AL'| 'AM'| 'AO'| 'AR'| 'AT'| 'AZ'| 'BA'| 'BB'| 'BD'| 'BE'| 'BF'| 'BG'| 'BH'| 'BI'| 'BJ'| 'BN'| 'BO'| 'BR'| 'BS'| 'BT'| 'BW'| 'BY'| 'BZ'| 'CA'| 'CH'| 'CI'| 'CL'| 'CM'| 'CO'| 'CR'| 'CV'| 'CW'| 'CY'| 'CZ'| 'DE'| 'DJ'| 'DK'| 'DM'| 'DO'| 'DZ'| 'EC'| 'EE'| 'EG'| 'ES'| 'FI'| 'FJ'| 'FM'| 'FR'| 'GA'| 'GB'| 'GD'| 'GE'| 'GH'| 'GM'| 'GN'| 'GQ'| 'GR'| 'GT'| 'GW'| 'GY'| 'HK'| 'HN'| 'HR'| 'HT'| 'HU'| 'ID'| 'IE'| 'IL'| 'IN'| 'IS'| 'IT'| 'JM'| 'JO'| 'JP'| 'KE'| 'KG'| 'KH'| 'KI'| 'KM'| 'KN'| 'KR'| 'KW'| 'KZ'| 'LA'| 'LB'| 'LC'| 'LI'| 'LK'| 'LR'| 'LS'| 'LT'| 'LU'| 'LV'| 'MA'| 'MC'| 'MD'| 'ME'| 'MG'| 'MH'| 'MK'| 'ML'| 'MN'| 'MO'| 'MR'| 'MT'| 'MU'| 'MV'| 'MW'| 'MX'| 'MY'| 'MZ'| 'NA'| 'NE'| 'NG'| 'NI'| 'NL'| 'NO'| 'NP'| 'NR'| 'NZ'| 'OM'| 'PA'| 'PE'| 'PG'| 'PH'| 'PK'| 'PL'| 'PS'| 'PT'| 'PW'| 'PY'| 'QA'| 'RO'| 'RS'| 'RU'| 'RW'| 'SA'| 'SB'| 'SC'| 'SE'| 'SG'| 'SI'| 'SK'| 'SL'| 'SM'| 'SN'| 'SR'| 'ST'| 'SV'| 'SZ'| 'TD'| 'TG'| 'TH'| 'TL'| 'TN'| 'TO'| 'TR'| 'TT'| 'TV'| 'TW'| 'TZ'| 'UA'| 'UG'| 'US'| 'UY'| 'UZ'| 'VC'| 'VN'| 'VU'| 'WS'| 'XK'| 'ZA'| 'ZM'| 'ZW']| 'external_urls': {'spotify': 'https://open.spotify.com/album/7vus4Q8r5DS2Dl1JClxEsA'}| 'href': 'https://api.spotify.com/v1/albums/7vus4Q8r5DS2Dl1JClxEsA'| 'id': '7vus4Q8r5DS2Dl1JClxEsA'| 'images': [{'height': 640| 'url': 'https://i.scdn.co/image/ab67616d0000b27384350b406522fc53c1b2a621'| 'width': 640}| {'height': 300| 'url': 'https://i.scdn.co/image/ab67616d00001e0284350b406522fc53c1b2a621'| 'width': 300}| {'height': 64| 'url': 'https://i.scdn.co/image/ab67616d0000485184350b406522fc53c1b2a621'| 'width': 64}]| 'name': 'Astronaut In The Ocean'| 'release_date': '2021-01-06'| 'release_date_precision': 'day'| 'total_tracks': 1| 'type': 'album'| 'uri': 'spotify:album:7vus4Q8r5DS2Dl1JClxEsA'}
1721,Non-Stop
6419,60s US Pop
674,The Walls Came Down
2028,Danger (with Migos & Marshmello
677,Let It Loose
3090,The Year 2000
679,Lost In Your Eyes
680,Hits Alive
5595,We've Got to Get It On Again (Expanded Edition)
5022,Look At Me!
4094,Low & Slow (Classic Low Rider Jams)
756,Autobahn (2009 Remaster)
7630,Lennon Bermuda
6243,Rolex
681,Brotherhood
2915,Straight Up Sewaside
682,Ghetto Love
3878,Best Of The J. Geils Band
2652,Expressway to Your Heart
683,Music Box
6636,Love And Rockets
1437,This Is A Challenge
7674,We Made It (feat. Linkin Park)
684,Infinity
685,Waking Up Laughing
7868,X Marks The Spot
1032,Bend Ova
1188,A Love So Beautiful: Roy Orbison & The Royal Philharmonic Orchestra
6331,Dickie Goodman's Lost And Found
686,Room 112
973,No Frills
3062,Gettin' It (Album Number Ten)
894,Erotica (PA Version)
2500,Rhino Hi-Five: Cheech & Chong
688,Atlantic 60th: Instrumental Jams
833,The Atlantic Recordings
7836,Saxy Jazz
5014,Echoe
4556,Jesus Is A Soul Man
726,A Little Touch of Schmilsson in the Night
691,2014 Forest Hills Drive
693,I'm Gonna Make You Mine
3746,Super Rare Sou
695,Get Born
7816,Fotomaker
1829,Teen-Age Triangle
5131,Billy Ocean (Expanded Edition)
698,Jimmy Ray
7176,Aladdin Sane (2013 Remastered Version)
7126,My Name Is Allan
700,Sandy Posey One
2530,Super Hits: Scepter/Wand Pop - Volume 1
4106,The World Of Sheena Easton - The Singles
1711,Looking 4 Myself (Expanded Edition)
707,The Big Thug Playlist
709,Dean Friedman
3528,Load
715,Columbia Singles
1200,Double Vision (Expanded)
6335,Tusk (Deluxe Edition)
717,Tejas
720,Whaler
3349,Losing Sleep
5895,Soul Searching
817,The Essentials: Betty Wright
722,Candi
728,Urban Legend
729,Maxwell's Urban Hang Suite
6672,This Is Soul
5840,Naked To The World
730,But What Will The Neighbors Think
6527,The Sunshine Band: The Sound Of Sunshine
732,Millie Jackson
2203,I Am DLOW
3497,The Northern Soul Story Vol.1: The Twisted Wheel
733,The Papercut Chronicles II
1470,Billy Joe Royal
734,Down to Earth
